LEAR_ID	AGENCY_NAME	ADDRESS1	CITY	AGENCY_STATE	ZIP	COUNTY	FIPS	ORI9	SAMPTYPE	STRATA	Q_8	Q_8_IMPUTED	Q_10A	Q_10A_IMPUTED	Q_10B	Q_10C	Q_10D	Q_10D_OTHER	Q10D_UPCODE	Q_10E	Q_10F	Q_10G	Q_10H	ANY_TYPE	ANY_Q10_OTHER	Q_11_M	Q_11_Y	Q_12	Q_12_ESTACT	Q_13	Q14M1	Q14M2	Q14M3	Q14M4	Q14M5	Q14M6	Q14M7	Q14M8	Q14M9	Q14M10	Q14M11	Q14M12	Q14M13	Q_14_OTHER	Q14_UPCODE	Q14M14	Q_15	Q_15_NUMBER	Q16M1	Q16M2	Q16M3	Q16M4	Q16M5	Q16M6	Q16M7	Q16M8	Q16M9	Q16M10	Q16M11	Q16M12	Q16M13	Q16M14	Q16M15	Q16M16	Q_16_OTHER	Q16_UPCODE	Q16M17	Q_17	Q_17_OTHER	Q17_UPCODE	Q_18	Q_19	Q_20	Q_21	Q22M1	Q22M2	Q22M3	Q22M4	Q22M5	Q22M6	Q22M7	Q22M8	Q22M9	Q22M10	Q22M11	Q_22_OTHER	Q22_UPCODE	Q22_ANY	Q22M12	Q_23	Q_24	Q_24_OTHER	Q24_UPCODE	Q25M1	Q25M2	Q25M3	Q25M4	Q25M5	Q25M6	Q25M7	Q_25_OTHER	Q25_UPCODE	Q25M8	Q_26A	Q_26B	Q_26C	Q_26D	Q_26E	Q_26F	Q_27	Q_28	Q_29	Q_30	Q_31	Q_32	Q_33	Q_34	Q_35	Q_36	Q_37	Q_38	Q_39	Q_40	Q_41	Q_42	Q_43	Q_44	Q_45	Q_46	Q_47	Q_48	Q_49	Q_50	Q_50_OTHER	Q50_UPCODE	Q51M1	Q51M2	Q51M3	Q51M4	Q51M5	Q51M6	Q_51_NUMBER	Q51M7	Q51M8	Q51M9	Q51M10	Q51M11	Q51M12	Q_51_OTHER	Q51_UPCODE	Q51M13	Q_52A	Q_52B	Q_52C	Q_52D	Q_52E	Q_52F	Q_52G	Q_52H	Q_53	Q54M1	Q54M2	Q54M3	Q54M4	Q54M5	Q54M6	Q54M7	Q54M8	Q54M9	Q54M10	Q54M11	Q54M12	Q_54_OTHER	Q54_UPCODE	Q54M13	Q54M14	Q_55	Q_56	Q_57	Q58M1	Q58M2	Q58M3	Q58M4	Q58M5	Q58M6	Q58M7	Q_58_OTHER	Q58_UPCODE	Q58M8	Q59M1	Q59M2	Q59M3	Q59M4	Q59M5	Q59M6	Q59M7	Q59M8	Q59M9	Q59M10	Q59M11	Q59M12	Q_59_OTHER	Q59_UPCODE	Q59_NONE	Q59_TOO_SOON	Q59M13	Q_60	Q_60_OTHER	Q60_UPCODE	Q61M1	Q61M2	Q61M3	Q61M4	Q61M5	Q61M6	Q61M7	Q61M8	Q61M9	Q61M10	Q61M11	Q61M12	Q61M13	Q61M14	Q_61_OTHER	Q61_UPCODE	Q61_INPROCESS	Q61M15	Q62M1	Q62M2	Q62M3	Q62M4	Q62M5	Q62M6	Q62M7	Q62M8	Q62M9	Q62M10	Q62M11	Q_62_OTHER	Q62_UPCODE	Q62_INPROCESS	Q62_NONE	Q62M12	Q_63	Q_64	Q_65	Q_66	Q_67	Q_68	Q_69	Q_70	Q_71	Q_72A	Q_72B	Q_72C	Q_72D	Q_72E	Q_72F	FINALWEIGHT
630913	WYNNE POLICE DEPARTMENT	206 FALLS BLVD S	WYNNE	AR	72396	CROSS	5037	AR0190100	3	104	18	0	1	0	-9	-9	-9	 	-9	-9	-9	-9	-9	1	-9	8	2013	12	1	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	-88	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	 	-88	0	9	 	-88	77	1	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	77	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	1	1	1	77	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	0	1	0	1	0	0	 	0	0	0	0	0	0	 	-88	0	3	2	3	3	3	3	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	0	0	0	0	0	0	0	0	4.6184971098267
630916	AFTON POLICE DEPARTMENT	PO BOX 310	AFTON	WY	83110	LINCOLN COUNTY	56023	WY0120100	3	106	4	0	1	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	5	2015	4	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	 	-88	0	9	 	-88	2	1	1	1	0	1	0	1	1	1	1	1	1	0	0	 	-88	-88	0	1	1	 	-88	1	1	1	1	1	0	0	 	-88	0	2	1	1	1	2	2	1	1	4	1	4	1	2	-88	-8	-88	-8	1	4	1	4	1	2	1	3	1	3	-88	-8	2	 	-88	1	0	1	1	1	1	32	1	1	0	1	1	0	 	-88	0	3	2	3	4	3	3	77	77	2	1	0	0	0	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	1	0	1	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	2	0	0	0	0	0	0	0	0	5.2860411899313
630922	BIG HORN COUNTY SO	PO BOX 69	BASIN	WY	82410	BIGHORN	56003	WY0020000	1	205	12	0	1	0	1	1	2	 	1	2	1	2	2	1	1	6	2015	11	1	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	 	-88	0	7	 	-88	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	1	1	4	1	4	1	4	-88	-8	-88	-8	1	4	1	4	1	4	1	4	1	-9	1	4	-9	 	-9	1	0	0	1	1	1	4	0	0	0	0	0	0	 	-88	0	2	2	4	4	2	3	3	3	2	1	0	0	1	0	1	0	0	0	1	0	0	 	-88	0	0	2	-9	1	1	0	1	0	0	1	0	 	-88	0	0	1	1	1	0	1	0	0	0	0	0	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	4.1984126984127
630923	BUFFALO POLICE DEPARTMENT	639 FORT ST	BUFFALO	WY	82834	JOHNSON	56019	WY0100100	3	104	13	0	2	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	0	0	0	0	 	1	0	0	0	0	1	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	4	-8	2	2	3	1	1	0	-9	1	1	-9	-9	-9	-9	4.6184971098267
630931	CHEYENNE POLICE DEPARTMENT	2020 CAPITOL AVE	CHEYENNE	WY	82001	LARAMIE	56021	WY0110100	3	101	106	0	2	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	1	0	0	0	0	 	-88	-88	0	0	0	0	0	1	0	0	0	0	0	0	 	-88	-88	-88	0	3	-8	2	2	3	1	43	2	2	0	0	1	1	0	0	1.0868824531516
630936	CROOK COUNTY SO	PO BOX 339	SUNDANCE	WY	82729	SUNDANCE	 	WY0060000	1	205	8	0	1	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	7	2016	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	 	1	0	1	8	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	 	-88	0	1	 	-88	2	2	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	77	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	77	77	77	77	77	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	1	0	1	1	0	1	8	0	0	0	0	0	0	 	-88	0	3	4	6	6	6	6	6	6	77	0	0	0	0	0	1	0	0	0	0	0	1	evidence tech	2	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	1	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	0	0	0	0	0	0	0	0	4.1984126984127
630938	DOUGLAS POLICE DEPARTMENT	PO BOX 1030	DOUGLAS	WY	82633	CONVERSE	56009	WY0050100	3	104	20	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	10	2015	1	2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	 	-88	0	77	-88	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	 	-88	0	15	 	-88	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	1	0	1	1	0	0	 	0	0	0	1	0	0	 	-88	0	2	3	3	6	3	2	77	2	1	1	1	0	0	0	1	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	1	0	1	1	0	0	0	0	0	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	3	0	0	0	0	0	0	0	0	4.6184971098267
630949	GREEN RIVER POLICE DEPARTMENT	375 W FLAMING GORGE WAY STE A	GREEN RIVER	WY	82935	SWEETWATER	56037	WY0190100	3	103	28	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	11	2015	18	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	 	-88	0	5	 	-88	77	1	1	1	1	1	1	1	0	0	1	1	1	0	0	 	-88	-88	0	1	2	 	-88	1	1	1	0	1	0	0	 	-88	0	1	1	1	1	2	1	1	1	4	1	4	1	4	1	4	-88	-8	1	3	1	3	2	-8	2	-8	2	-8	1	3	2	 	-88	1	0	1	1	1	1	8	1	1	0	1	0	0	 	-88	0	2	2	4	3	3	3	2	6	77	0	1	0	0	0	1	1	0	0	0	0	1	Evidence Technician	2	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	0	0	0	0	0	0	0	0	4.3705722070844
630950	GREYBULL POLICE DEPARTMENT	24 S 5TH ST	GREYBULL	WY	82426	BIG HORN	56003	WY0020300	3	105	5	0	1	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	7	2007	6	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	 	-88	0	9	 	-88	2	1	2	1	1	0	1	0	0	0	1	0	1	0	0	 	-88	-88	0	1	6	 	-88	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	2	1	77	1	2	2	1	1	4	1	4	-88	-8	-88	-8	-88	-8	1	4	1	4	1	4	1	4	77	-8	1	4	2	 	-88	1	1	1	1	1	0	 	0	0	0	1	0	0	 	-88	0	2	2	4	4	4	4	4	4	2	1	1	1	0	0	0	0	0	0	0	0	0	 	-88	0	0	6	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	2	0	-9	-9	-9	-9	-9	-9	-9	5.1346153846154
630953	HOT SPRINGS COUNTY SO	417 ARAPAHOE ST	THERMOPOLIS	WY	82443	HOT SPRINGS	56017	WY0090000	1	204	5	0	1	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	7	2012	6	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	3	1	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	 	-88	0	5	 	-88	1	1	2	1	1	1	1	1	1	0	1	1	1	0	0	 	-88	-88	0	1	3	 	-88	1	1	1	1	1	0	0	 	-88	0	2	1	2	1	1	2	1	1	4	1	4	1	77	-9	-9	-9	-9	1	4	1	4	1	4	1	4	1	4	-9	-9	1	detention deputies	2	1	1	0	1	1	0	 	1	0	0	0	0	0	 	-88	0	4	3	3	4	4	77	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	0	0	0	0	0	0	0	0	0	4.2648401826484
630974	NATRONA COUNTY SO	201 N DAVID ST FL 2	CASPER	WY	82601	NATRONA	56025	WY0130000	1	201	122	0	2	0	1	1	2	 	1	1	2	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	1	1	0	0	0	 	-88	-88	0	0	0	1	1	1	1	0	0	0	0	0	 	-88	-88	-88	0	4	-8	2	2	3	1	5	0	0	0	0	0	0	0	0	1.2013422818792
630983	RAWLINS POLICE DEPARTMENT	PO BOX 953	RAWLINS	WY	82301	 	 	WY0040100	3	104	19	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	1	0	1	1	1	0	 	-88	-88	0	0	0	1	1	0	1	0	0	0	0	0	 	-88	-88	-88	0	3	-8	2	1	3	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	4.6184971098267
630989	SHOSHONI POLICE DEPARTMENT	PO BOX 267	SHOSHONI	WY	82649	FREMONT	56013	WY0070400	3	107	2	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	4	2015	2	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	 	-88	0	4	 	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	1	4	 	-88	1	1	1	1	1	1	0	 	-88	0	1	1	1	1	2	1	1	1	4	1	4	1	4	-88	-8	-88	-8	1	4	1	4	1	2	1	2	1	4	1	4	2	 	-88	1	1	1	1	1	1	8	1	1	0	1	0	0	 	-88	0	4	3	4	4	4	4	6	4	1	1	1	1	0	0	0	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	11	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	0	0	0	0	0	0	0	0	6.6611570247934
630992	SUNDANCE POLICE DEPARTMENT	PO BOX 542	SUNDANCE	WY	82729	CROOK	56011	WY0060100	3	106	3	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	1	2013	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	 	-88	0	2	-88	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	 	-88	0	1	 	-88	2	2	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	77	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	77	2	77	77	77	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	-88	-8	2	 	-88	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	 	-9	1	3	4	4	4	4	77	2	77	77	1	0	0	0	0	1	0	0	0	0	0	0	 	-88	0	0	6	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	2	0	0	0	0	0	0	0	0	5.2860411899313
630993	SWEETWATER COUNTY SO	731 C ST STE 234	ROCK SPRINGS	WY	82901	SWEETWATER	56037	WY0190000	1	201	75	0	1	0	1	1	2	 	1	2	2	2	1	1	1	1	2016	29	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	-88	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	 	-88	0	4	 	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	1	7	90 days unless titled incident then indefinately	2	1	1	1	1	1	1	0	 	-88	0	2	1	1	1	1	2	1	1	4	2	-8	1	4	-88	-8	-88	-8	1	4	1	4	1	4	1	4	2	-8	1	4	2	 	-88	1	1	1	1	1	1	12 hours	1	1	0	1	0	0	 	-88	0	2	2	4	4	4	2	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	1	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	12	0	0	10	1	1	0	0	0	1.2013422818792
631006	WHEATLAND POLICE DEPARTMENT	951 WATER ST	WHEATLAND	WY	82201	PLATTE	56031	WY0160100	3	105	9	0	2	0	1	1	2	 	1	2	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	1	0	1	1	1	1	0	0	1	0	 	-88	-88	0	1	0	1	1	1	1	0	0	0	0	0	 	-88	-88	-88	0	3	-8	2	3	2	1	1	0	0	0	0	0	0	0	0	5.1346153846154
631011	WYOMING HIGHWAY PATROL	5300 BISHOP BLVD	CHEYENNE	WY	82009	 	 	WYWHP0000	5	301	208	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	1	2016	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	2	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	T&E for Captains who do not have dash cams.	2	0	15	 	-88	2	1	1	1	0	1	1	1	0	0	1	0	1	1	0	 	-88	-88	0	1	7	6 months unless "burned" to DVD for evidence purposes; then we maintain for 5 years plus the current year.	2	1	1	1	1	1	1	0	 	-88	0	2	1	1	1	1	2	1	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	1	District Commanders for T&E purposes only.	2	1	0	1	0	0	0	 	0	0	0	1	0	0	 	-88	0	2	2	3	2	2	2	2	2	1	1	1	0	1	0	1	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	0	0	0	0	0	0	0	0	1.0000000000023
631021	BARBOUR COUNTY SHERIFF'S OFFICE	8 N MAIN ST STE A	PHILIPPI	WV	26416	BARBOUR	54001	WV0010000	1	205	10	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	7	2015	9	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	 	1	0	-9	 	-9	-9	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	 	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	0	0	1	1	0	0	1	0	0	 	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	 	-9	-9	0	0	0	0	0	0	0	0	0	0	0	1	Quality of the cameras. Poorly made. Sent them back 4 times.	2	0	0	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	0	-9	-9	-9	-9	-9	-9	-9	4.1984126984127
631026	BELINGTON POLICE DEPARTMENT	PO BOX 926	BELINGTON	WV	26250	BARBOUR	54001	WV0010100	3	106	3	0	1	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	5	2015	3	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	 	-88	0	2	-88	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	 	-88	0	15	 	-88	1	2	77	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	77	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	77	77	77	77	77	1	1	1	1	1	-88	-8	-88	-8	-88	-8	1	1	1	1	1	1	1	1	1	1	-88	-8	2	 	-88	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	 	-9	1	2	2	3	4	3	3	3	3	2	1	1	0	0	0	1	1	1	0	1	0	0	 	-88	0	0	6	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	1	0	0	0	1	0	0	0	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	8	1	1	0	1	0	0	0	0	5.2860411899313
