"_","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","","","","","","","",""
"2008-2014, United States","","","","","","","",""
"Smoothed  Death Rates per 100,000 Population","","","","","","","",""
"Firearm, Homicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","","",""
"Annualized Crude Rate for United States: 3.65","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","","",""
"","","","","","","","",""
"Rates appearing in this map have been geospatially smoothed.                                      m1770934 created 24MAR17:19:57     downloaded 08DEC20:19:50","","","","","","","",""
"","","","","","","","",""
"Types of Rates:    S_C_Rate = Smoothed, Crude Rate.","","","","","","","",""
".......................    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","S_C_Rate","U_C_Rate","Deaths","Population"
"","NE","DOUGLAS","31","55","4.082435198","6.103123164","224","3670252"
"","NE","DUNDY","31","57","","","","13800"
"","NE","FILLMORE","31","59","","","","40674"
"","NE","FRANKLIN","31","61","","","","22151"
"","NE","FRONTIER","31","63","","","","19191"
"","NE","FURNAS","31","65","","","","34350"
"","NE","GAGE","31","67","0.841646183","","","154409"
"","NE","GARDEN","31","69","","","","13892"
"","NE","GARFIELD","31","71","","","","14099"
"","NE","GOSPER","31","73","","","","14048"
"","NE","GRANT","31","75","","","","4375"
"","NE","GREELEY","31","77","","","","17544"
"","NE","HALL","31","79","","","","415675"
"","NE","HAMILTON","31","81","","","","63755"
"","NE","HARLAN","31","83","","","","24147"
"","NE","HAYES","31","85","","","","6776"
"","NE","HITCHCOCK","31","87","","","","20269"
"","NE","HOLT","31","89","","","","72950"
"","NE","HOOKER","31","91","","","","5116"
"","NE","HOWARD","31","93","","","","44133"
"","NE","JEFFERSON","31","95","","","","52823"
"","NE","JOHNSON","31","97","0.874588579","","","36291"
"","NE","KEARNEY","31","99","","","","45823"
"","NE","KEITH","31","101","","","","57649"
"","NE","KEYA PAHA","31","103","","","","5710"
"","NE","KIMBALL","31","105","1.247185579","","","26353"
"","NE","KNOX","31","107","","","","60308"
"","NE","LANCASTER","31","109","0.819243763","","","2030603"
"","NE","LINCOLN","31","111","","","","252874"
"","NE","LOGAN","31","113","","","","5283"
"","NE","LOUP","31","115","","","","4274"
"","NE","MC PHERSON","31","117","","","","3706"
"","NE","MADISON","31","119","","","","244367"
"","NE","MERRICK","31","121","","","","54490"
"","NE","MORRILL","31","123","","","","34689"
"","NE","NANCE","31","125","","","","25814"
"","NE","NEMAHA","31","127","","","","50529"
"","NE","NUCKOLLS","31","129","","","","31212"
"","NE","OTOE","31","131","0.8682289","","","110066"
"","NE","PAWNEE","31","133","","","","19231"
"","NE","PERKINS","31","135","","","","20560"
"","NE","PHELPS","31","137","","","","64290"
"","NE","PIERCE","31","139","","","","50554"
"","NE","PLATTE","31","141","","","","225938"
"","NE","POLK","31","143","","","","37361"
"","NE","RED WILLOW","31","145","","","","77021"
"","NE","RICHARDSON","31","147","","","","58001"
"","NE","ROCK","31","149","","","","10328"
"","NE","SALINE","31","151","","","","99766"
"","NE","SARPY","31","153","4.18014949","","","1137777"
"","NE","SAUNDERS","31","155","3.451027182","","","145220"
"","NE","SCOTTS BLUFF","31","157","","","","257344"
"","NE","SEWARD","31","159","","","","117846"
"","NE","SHERIDAN","31","161","","","","37722"
"","NE","SHERMAN","31","163","","","","21877"
"","NE","SIOUX","31","165","","","","9264"
"","NE","STANTON","31","167","","","","42858"
"","NE","THAYER","31","169","","","","36442"
"","NE","THOMAS","31","171","","","","4726"
"","NE","THURSTON","31","173","","","","48325"
"","NE","VALLEY","31","175","","","","29589"
"","NE","WASHINGTON","31","177","4.847423245","","","141502"
"","NE","WAYNE","31","179","","","","66466"
"","NE","WEBSTER","31","181","","","","26223"
"","NE","WHEELER","31","183","","","","5586"
"","NE","YORK","31","185","","","","96574"
"","NV","CHURCHILL","32","1","2.512871486","","","171931"
"","NV","CLARK","32","3","3.797254721","3.706420624","514","13867827"
"","NV","DOUGLAS","32","5","1.498987677","","","329868"
"","NV","ELKO","32","7","1.49350907","","","350777"
"","NV","ESMERALDA","32","9","","","","5576"
"","NV","EUREKA","32","11","2.69655996","","","13760"
"","NV","HUMBOLDT","32","13","2.496630835","","","117186"
"","NV","LANDER","32","15","2.487638351","","","40816"
"","NV","LINCOLN","32","17","3.412428367","","","36746"
"","NV","LYON","32","19","2.278506393","","","361786"
"","NV","MINERAL","32","21","2.463208391","","","32673"
"","NV","NYE","32","23","3.632815461","","","303584"
"","NV","PERSHING","32","27","2.500849247","","","47114"
"","NV","STOREY","32","29","2.476315902","","","27846"
"","NV","WASHOE","32","31","1.999958442","2.481712462","74","2981812"
"","NV","WHITE PINE","32","33","","","","69833"
"","NV","CARSON CITY","32","510","1.917039944","","","384135"
"","NH","BELKNAP","33","1","","","","421651"
"","NH","CARROLL","33","3","0.890269588","","","333901"
"","NH","CHESHIRE","33","5","0.694281412","","","537955"
"","NH","COOS","33","7","","","","227819"
"","NH","GRAFTON","33","9","0.736858006","","","624484"
"","NH","HILLSBOROUGH","33","11","0.717165403","","","2813323"
"","NH","MERRIMACK","33","13","0.552986014","","","1028327"
"","NH","ROCKINGHAM","33","15","0.81357292","","","2078508"
"","NH","STRAFFORD","33","17","0.637337589","","","867371"
"","NH","SULLIVAN","33","19","0.665287304","","","303974"
"","NJ","ATLANTIC","34","1","4.070424608","4.834994128","93","1923477"
"","NJ","BERGEN","34","3","3.466647991","0.469021446","30","6396296"
"","NJ","BURLINGTON","34","5","6.724582142","1.526447128","48","3144557"
"","NJ","CAMDEN","34","7","10.00145798","7.79790938","280","3590706"
"","NJ","CAPE MAY","34","9","4.109448677","","","676206"
"","NJ","CUMBERLAND","34","11","3.074337646","4.731100618","52","1099110"
"","NJ","ESSEX","34","13","3.949351516","12.07433871","665","5507548"
"","NJ","GLOUCESTER","34","15","9.44517661","1.335544732","27","2021647"
"","NJ","HUDSON","34","17","3.655523149","2.654592401","120","4520468"
"","NJ","HUNTERDON","34","19","1.386666332","","","891548"
"","NJ","MERCER","34","21","1.371719369","5.202657082","134","2575607"
"","NJ","MIDDLESEX","34","23","1.965785425","0.891108","51","5723212"
"","NJ","MONMOUTH","34","25","1.46258945","0.840096488","37","4404256"
"","NJ","MORRIS","34","27","4.467355003","","","3465609"
"","NJ","OCEAN","34","29","0.913997965","0.518699487","21","4048587"
"","NJ","PASSAIC","34","31","3.536483352","3.267431606","115","3519584"
"","NJ","SALEM","34","33","4.4036741","","","459753"
"","NJ","SOMERSET","34","35","1.853234112","","","2283215"
"","NJ","SUSSEX","34","37","1.580622829","","","1034565"
"","NJ","UNION","34","39","4.213939645","3.487604341","132","3784833"
"","NJ","WARREN","34","41","0.826454849","","","756093"
"","NM","BERNALILLO","35","1","3.749719779","3.885992286","181","4657755"
"","NM","CATRON","35","3","3.689681052","","","25559"
"","NM","CHAVES","35","5","6.012159225","10.68455275","49","458606"
"","NM","CIBOLA","35","6","3.695590464","","","191228"
"","NM","COLFAX","35","7","5.538631958","","","93827"
"","NM","CURRY","35","9","","","","342347"
"","NM","DE BACA","35","11","6.967456076","","","13642"
"","NM","DONA ANA","35","13","1.540951355","1.972842798","29","1469960"
"","NM","EDDY","35","15","6.271161821","","","380245"
"","NM","GRANT","35","17","3.590289805","","","206430"
"","NM","GUADALUPE","35","19","","","","32306"
"","NM","HARDING","35","21","","","","4870"
"","NM","HIDALGO","35","23","3.67091341","","","33754"
"","NM","LEA","35","25","6.32076204","7.147777041","33","461682"
"","NM","LINCOLN","35","27","5.221173127","","","141815"
"","NM","LOS ALAMOS","35","28","3.443744311","","","125472"
"","NM","LUNA","35","29","2.286560967","","","175206"
"","NM","MC KINLEY","35","31","3.078253167","","","506151"
"","NM","MORA","35","33","4.832629917","","","33376"
"","NM","OTERO","35","35","2.161469845","","","451438"
"","NM","QUAY","35","37","2.257088238","","","61999"
"","NM","RIO ARRIBA","35","39","3.669947892","7.480364044","21","280735"
"","NM","ROOSEVELT","35","41","6.591306067","","","138426"
"","NM","SANDOVAL","35","43","3.674346827","","","929503"
"","NM","SAN JUAN","35","45","3.149309546","3.583655396","32","892943"
"","NM","SAN MIGUEL","35","47","3.754584006","","","203083"
"","NM","SANTA FE","35","49","3.696070995","4.033920351","41","1016381"
"","NM","SIERRA","35","51","2.428049425","","","82671"
"","NM","SOCORRO","35","53","3.881317567","","","123967"
"","NM","TAOS","35","55","6.661078762","","","230068"
"","NM","TORRANCE","35","57","3.914384351","","","112861"
"","NM","UNION","35","59","","","","30977"
"","NM","VALENCIA","35","61","3.96893269","5.818012567","31","532828"
"","NY","ALBANY","36","1","1.174891098","1.402333764","30","2139291"
"","NY","ALLEGANY","36","3","","","","340039"
"","NY","BRONX","36","5","2.412721413","5.232359071","513","9804373"
"","NY","BROOME","36","7","1.190168972","1.504167619","21","1396121"
"","NY","CATTARAUGUS","36","9","3.458510691","","","558327"
"","NY","CAYUGA","36","11","1.536078416","","","558258"
"","NY","CHAUTAUQUA","36","13","3.474320405","","","938273"
"","NY","CHEMUNG","36","15","0.739015459","","","620641"
"","NY","CHENANGO","36","17","0.949783746","","","351449"
"","NY","CLINTON","36","19","","","","573889"
"","NY","COLUMBIA","36","21","1.120046324","","","438981"
"","NY","CORTLAND","36","23","1.612992024","","","345127"
"","NY","DELAWARE","36","25","1.083532567","","","332782"
"","NY","DUTCHESS","36","27","1.649988507","1.394300484","29","2079896"
"","NY","ERIE","36","29","3.238764048","4.578202449","295","6443577"
"","NY","ESSEX","36","31","","","","274353"
"","NY","FRANKLIN","36","33","","","","361169"
"","NY","FULTON","36","35","","","","385574"
"","NY","GENESEE","36","37","3.585984497","","","418383"
"","NY","GREENE","36","39","1.056260164","","","342034"
"","NY","HAMILTON","36","41","","","","33670"
"","NY","HERKIMER","36","43","1.312764194","","","450505"
"","NY","JEFFERSON","36","45","0.830000441","","","824113"
"","NY","KINGS","36","47","2.986689928","4.624441155","823","17796745"
"","NY","LEWIS","36","49","1.265837473","","","189765"
"","NY","LIVINGSTON","36","51","2.591115919","","","455525"
"","NY","MADISON","36","53","1.783848147","","","509942"
"","NY","MONROE","36","55","2.753915491","3.80898933","199","5224483"
"","NY","MONTGOMERY","36","57","1.005094938","","","349636"
"","NY","NASSAU","36","59","1.630923429","1.307362524","123","9408255"
"","NY","NEW YORK","36","61","3.381031661","1.749583297","197","11259824"
"","NY","NIAGARA","36","63","3.715091266","","","1506664"
"","NY","ONEIDA","36","65","1.275920509","2.013620618","33","1638839"
"","NY","ONONDAGA","36","67","1.734750818","2.601028538","85","3267938"
"","NY","ONTARIO","36","69","2.571247313","","","758091"
"","NY","ORANGE","36","71","1.496807449","1.60655966","42","2614282"
"","NY","ORLEANS","36","73","3.034266943","","","298727"
"","NY","OSWEGO","36","75","1.772614157","","","852671"
"","NY","OTSEGO","36","77","1.257733899","","","433767"
"","NY","PUTNAM","36","79","1.569536207","","","697624"
"","NY","QUEENS","36","81","2.943217317","2.024143861","320","15809153"
"","NY","RENSSELAER","36","83","0.917133386","","","1116243"
"","NY","RICHMOND","36","85","1.703470761","1.703470761","56","3287406"
"","NY","ROCKLAND","36","87","1.261084891","","","2204209"
"","NY","ST LAWRENCE","36","89","0.832301154","","","784052"
"","NY","SARATOGA","36","91","1.125097619","","","1548082"
"","NY","SCHENECTADY","36","93","1.234421507","2.492823899","27","1083109"
"","NY","SCHOHARIE","36","95","1.508008237","","","226516"
"","NY","SCHUYLER","36","97","","","","129375"
"","NY","SENECA","36","99","","","","246822"
"","NY","STEUBEN","36","101","0.807737119","","","692310"
"","NY","SUFFOLK","36","103","1.31816259","1.32786939","139","10467897"
"","NY","SULLIVAN","36","105","1.212707656","","","539965"
"","NY","TIOGA","36","107","0.982692155","","","355139"
"","NY","TOMPKINS","36","109","0.706363155","","","717613"
"","NY","ULSTER","36","111","1.259535239","","","1273919"
"","NY","WARREN","36","113","","","","458516"
"","NY","WASHINGTON","36","115","0.648139901","","","440779"
"","NY","WAYNE","36","117","2.80932443","","","651857"
"","NY","WESTCHESTER","36","119","2.472351948","1.255265202","84","6691813"
"","NY","WYOMING","36","121","3.608019582","","","292972"
"","NY","YATES","36","123","","","","177046"
"","NC","ALAMANCE","37","1","3.384613238","2.627124687","28","1065804"
"","NC","ALEXANDER","37","3","3.48454759","","","259693"
"","NC","ALLEGHANY","37","5","3.860213652","","","77138"
"","NC","ANSON","37","7","3.915733417","","","185357"
"","NC","ASHE","37","9","3.267583125","","","189883"
"","NC","AVERY","37","11","2.947791216","","","124705"
"","NC","BEAUFORT","37","13","3.564633827","","","332710"
"","NC","BERTIE","37","15","6.321415058","","","145741"
"","NC","BLADEN","37","17","9.436977863","","","244105"
"","NC","BRUNSWICK","37","19","4.275672679","","","772916"
"","NC","BUNCOMBE","37","21","2.099221768","1.654256787","28","1692603"
"","NC","BURKE","37","23","3.429496877","","","632999"
"","NC","CABARRUS","37","25","4.31495715","3.775051003","48","1271506"
"","NC","CALDWELL","37","27","3.46694622","","","576050"
"","NC","CAMDEN","37","29","3.819325716","","","70319"
"","NC","CARTERET","37","31","2.818366221","","","469344"
"","NC","CASWELL","37","33","3.343896303","","","164445"
"","NC","CATAWBA","37","35","3.193385765","4.441282087","48","1080769"
"","NC","CHATHAM","37","37","3.417033695","","","454447"
"","NC","CHEROKEE","37","39","2.826390852","","","190722"
"","NC","CHOWAN","37","41","","","","103302"
"","NC","CLAY","37","43","3.213864851","","","74127"
"","NC","CLEVELAND","37","45","3.486648037","3.948950311","27","683726"
"","NC","COLUMBUS","37","47","7.131323839","9.941370766","40","402359"
"","NC","CRAVEN","37","49","3.766604194","3.17767339","23","723800"
"","NC","CUMBERLAND","37","51","8.80089173","8.362092854","188","2248241"
"","NC","CURRITUCK","37","53","3.164220317","","","167669"
"","NC","DARE","37","55","","","","239824"
"","NC","DAVIDSON","37","57","3.706245214","2.365035318","27","1141632"
"","NC","DAVIE","37","59","3.138433431","","","288755"
"","NC","DUPLIN","37","61","4.82876041","","","411316"
"","NC","DURHAM","37","63","3.166064354","7.55064752","146","1933609"
"","NC","EDGECOMBE","37","65","6.333551588","9.70633236","38","391497"
"","NC","FORSYTH","37","67","3.709590495","3.786073934","94","2482783"
"","NC","FRANKLIN","37","69","3.345186844","","","427299"
"","NC","GASTON","37","71","4.590006367","3.580702493","52","1452229"
"","NC","GATES","37","73","4.124567166","","","83653"
"","NC","GRAHAM","37","75","2.49033298","","","61201"
"","NC","GRANVILLE","37","77","3.696445925","","","409810"
"","NC","GREENE","37","79","5.562528795","","","149227"
"","NC","GUILFORD","37","81","3.495496734","4.415058176","153","3465413"
"","NC","HALIFAX","37","83","6.908956917","10.00552937","38","379790"
"","NC","HARNETT","37","85","4.01987818","5.431371602","45","828520"
"","NC","HAYWOOD","37","87","1.598825751","","","413108"
"","NC","HENDERSON","37","89","2.557163069","","","753141"
"","NC","HERTFORD","37","91","4.40573921","","","171416"
"","NC","HOKE","37","93","9.471771162","8.260439868","28","338965"
"","NC","HYDE","37","95","","","","40324"
"","NC","IREDELL","37","97","4.376430894","2.125394748","24","1129202"
"","NC","JACKSON","37","99","2.323281445","","","281759"
"","NC","JOHNSTON","37","101","3.470425279","2.574321064","31","1204201"
"","NC","JONES","37","103","3.408229679","","","71110"
"","NC","LEE","37","105","5.307367792","7.586306472","31","408631"
"","NC","LENOIR","37","107","4.921043429","6.999099771","29","414339"
"","NC","LINCOLN","37","109","4.365659052","","","548775"
"","NC","MC DOWELL","37","111","2.249105764","","","314472"
"","NC","MACON","37","113","2.790661685","","","236621"
"","NC","MADISON","37","115","2.010899073","","","146032"
"","NC","MARTIN","37","117","5.52190938","","","168598"
"","NC","MECKLENBURG","37","119","4.249369683","5.274728984","350","6635412"
"","NC","MITCHELL","37","121","2.996454196","","","108357"
"","NC","MONTGOMERY","37","123","3.748572144","","","193622"
"","NC","MOORE","37","125","6.268100452","5.751395912","36","625935"
"","NC","NASH","37","127","3.356496401","7.356860272","49","666045"
"","NC","NEW HANOVER","37","129","3.126015473","3.598247377","52","1445148"
"","NC","NORTHAMPTON","37","131","5.95643808","","","151004"
"","NC","ONSLOW","37","133","2.75215133","3.028042864","38","1254936"
"","NC","ORANGE","37","135","4.544080055","","","948260"
"","NC","PAMLICO","37","137","2.874341623","","","91579"
"","NC","PASQUOTANK","37","139","","","","282210"
"","NC","PENDER","37","141","4.169033169","","","373094"
"","NC","PERQUIMANS","37","143","","","","94075"
"","NC","PERSON","37","145","4.972041058","","","274899"
"","NC","PITT","37","147","4.901857448","4.372658105","52","1189208"
"","NC","POLK","37","149","3.413185698","","","142748"
"","NC","RANDOLPH","37","151","3.652622041","","","992649"
"","NC","RICHMOND","37","153","6.307206977","","","324673"
"","NC","ROBESON","37","155","8.618318538","16.18698524","152","939026"
"","NC","ROCKINGHAM","37","157","3.922714501","4.000640102","26","649896"
"","NC","ROWAN","37","159","3.212684713","4.237235586","41","967612"
"","NC","RUTHERFORD","37","161","3.119259011","","","470641"
"","NC","SAMPSON","37","163","6.000701644","7.414264146","33","445088"
"","NC","SCOTLAND","37","165","10.40513648","11.85752004","30","253004"
"","NC","STANLY","37","167","3.497930587","","","423702"
"","NC","STOKES","37","169","4.191596491","","","329139"
"","NC","SURRY","37","171","3.564747775","4.281621723","22","513824"
"","NC","SWAIN","37","173","1.809840449","","","98146"
"","NC","TRANSYLVANIA","37","175","2.756236552","","","230128"
"","NC","TYRRELL","37","177","","","","29802"
"","NC","UNION","37","179","4.730069179","2.363952779","34","1438269"
"","NC","VANCE","37","181","6.041474724","14.27221232","45","315298"
"","NC","WAKE","37","183","3.598832143","2.093349536","136","6496765"
"","NC","WARREN","37","185","7.284103494","","","145074"
"","NC","WASHINGTON","37","187","2.722863264","","","90798"
"","NC","WATAUGA","37","189","3.00719902","","","360575"
"","NC","WAYNE","37","191","5.008137607","6.965987405","60","861328"
"","NC","WILKES","37","193","3.084856362","","","484156"
"","NC","WILSON","37","195","5.288890745","4.930410774","28","567904"
"","NC","YADKIN","37","197","3.271546278","","","267033"
"","NC","YANCEY","37","199","2.387310965","","","124268"
"","ND","ADAMS","38","1","","","","16362"
"","ND","BARNES","38","3","","","","77541"
"","ND","BENSON","38","5","","","","47047"
"","ND","BILLINGS","38","7","","","","5888"
"","ND","BOTTINEAU","38","9","","","","45660"
"","ND","BOWMAN","38","11","","","","22265"
"","ND","BURKE","38","13","","","","14594"
"","ND","BURLEIGH","38","15","","","","588975"
"","ND","CASS","38","17","","","","1081869"
"","ND","CAVALIER","38","19","","","","27602"
"","ND","DICKEY","38","21","","","","36753"
"","ND","DIVIDE","38","23","","","","15232"
"","ND","DUNN","38","25","","","","26805"
"","ND","EDDY","38","27","","","","16762"
"","ND","EMMONS","38","29","","","","24617"
"","ND","FOSTER","38","31","","","","23576"
"","ND","GOLDEN VALLEY","38","33","","","","12172"
"","ND","GRAND FORKS","38","35","","","","474072"
"","ND","GRANT","38","37","","","","16658"
"","ND","GRIGGS","38","39","","","","16577"
"","ND","HETTINGER","38","41","","","","17840"
"","ND","KIDDER","38","43","","","","16983"
"","ND","LA MOURE","38","45","","","","29005"
"","ND","LOGAN","38","47","","","","13735"
"","ND","MC HENRY","38","49","","","","39282"
"","ND","MC INTOSH","38","51","","","","19683"
"","ND","MC KENZIE","38","53","","","","53697"
"","ND","MC LEAN","38","55","","","","64211"
"","ND","MERCER","38","57","","","","59356"
"","ND","MORTON","38","59","","","","195786"
"","ND","MOUNTRAIL","38","61","","","","58253"
"","ND","NELSON","38","63","","","","21702"
"","ND","OLIVER","38","65","","","","12922"
"","ND","PEMBINA","38","67","","","","51208"
"","ND","PIERCE","38","69","","","","30707"
"","ND","RAMSEY","38","71","","","","80379"
"","ND","RANSOM","38","73","","","","38485"
"","ND","RENVILLE","38","75","","","","17541"
"","ND","RICHLAND","38","77","","","","114205"
"","ND","ROLETTE","38","79","","","","99190"
"","ND","SARGENT","38","81","","","","27218"
"","ND","SHERIDAN","38","83","","","","9240"
"","ND","SIOUX","38","85","","","","29796"
"","ND","SLOPE","38","87","","","","5181"
"","ND","STARK","38","89","","","","182198"
"","ND","STEELE","38","91","","","","13803"
"","ND","STUTSMAN","38","93","","","","147087"
"","ND","TOWNER","38","95","","","","15940"
"","ND","TRAILL","38","97","","","","56819"
"","ND","WALSH","38","99","","","","77777"
"","ND","WARD","38","101","","","","447738"
"","ND","WELLS","38","103","","","","29516"
"","ND","WILLIAMS","38","105","","","","177904"
"","OH","ADAMS","39","1","3.363043958","","","198880"
"","OH","ALLEN","39","3","1.508446859","3.23857794","24","741066"
"","OH","ASHLAND","39","5","1.259640668","","","372623"
"","OH","ASHTABULA","39","7","1.983643928","","","705226"
"","OH","ATHENS","39","9","1.687470875","","","452904"
"","OH","AUGLAIZE","39","11","1.517676003","","","321510"
"","OH","BELMONT","39","13","2.232381405","","","489870"
"","OH","BROWN","39","15","1.4556345","","","311687"
"","OH","BUTLER","39","17","5.204763791","1.35362272","35","2585654"
"","OH","CARROLL","39","19","2.427291721","","","200641"
"","OH","CHAMPAIGN","39","21","1.636177211","","","278692"
"","OH","CLARK","39","23","4.404946293","3.938623803","38","964804"
"","OH","CLERMONT","39","25","4.759275445","","","1389380"
"","OH","CLINTON","39","27","0.85497339","","","294575"
"","OH","COLUMBIANA","39","29","3.994277103","","","749527"
"","OH","COSHOCTON","39","31","1.847047115","","","257657"
"","OH","CRAWFORD","39","33","0.913332797","","","303400"
"","OH","CUYAHOGA","39","35","3.922317927","6.19106432","552","8916076"
"","OH","DARKE","39","37","4.154488537","","","368422"
"","OH","DEFIANCE","39","39","3.627259725","","","272214"
"","OH","DELAWARE","39","41","5.041377413","","","1245541"
"","OH","ERIE","39","43","1.489845414","","","536803"
"","OH","FAIRFIELD","39","45","5.499414352","","","1029574"
"","OH","FAYETTE","39","47","1.007374929","","","202211"
"","OH","FRANKLIN","39","49","4.863645128","6.882512731","570","8281859"
"","OH","FULTON","39","51","3.271524833","","","298268"
"","OH","GALLIA","39","53","3.388354227","","","215547"
"","OH","GEAUGA","39","55","4.50387378","","","656092"
"","OH","GREENE","39","57","3.850110065","","","1137715"
"","OH","GUERNSEY","39","59","1.607049806","","","279540"
"","OH","HAMILTON","39","61","3.777292002","7.813576258","439","5618426"
"","OH","HANCOCK","39","63","1.156465994","","","526303"
"","OH","HARDIN","39","65","1.248928403","","","223470"
"","OH","HARRISON","39","67","2.08042846","","","110229"
"","OH","HENRY","39","69","2.84377957","","","197328"
"","OH","HIGHLAND","39","71","1.849941508","","","303597"
"","OH","HOCKING","39","73","1.246731122","","","204273"
"","OH","HOLMES","39","75","1.838940447","","","300085"
"","OH","HURON","39","77","1.326740905","","","415830"
"","OH","JACKSON","39","79","2.290713579","","","231025"
"","OH","JEFFERSON","39","81","2.314430437","4.767155542","23","482468"
"","OH","KNOX","39","83","1.270205747","","","426120"
"","OH","LAKE","39","85","4.913629086","","","1607915"
"","OH","LAWRENCE","39","87","2.928522747","","","435812"
"","OH","LICKING","39","89","4.848170822","2.139427335","25","1168537"
"","OH","LOGAN","39","91","","","","320076"
"","OH","LORAIN","39","93","4.444753374","1.893121909","40","2112912"
"","OH","LUCAS","39","95","2.68773317","4.776506606","147","3077563"
"","OH","MADISON","39","97","5.33175415","","","303171"
"","OH","MAHONING","39","99","3.580855271","8.307817897","138","1661086"
"","OH","MARION","39","101","","","","464245"
"","OH","MEDINA","39","103","4.317064006","","","1212313"
"","OH","MEIGS","39","105","2.229677526","","","165170"
"","OH","MERCER","39","107","","","","285868"
"","OH","MIAMI","39","109","4.62366194","","","720729"
"","OH","MONROE","39","111","1.433308793","","","102584"
"","OH","MONTGOMERY","39","113","3.125804078","6.673890486","250","3745941"
"","OH","MORGAN","39","115","1.696661587","","","105063"
"","OH","MORROW","39","117","0.957789107","","","244733"
"","OH","MUSKINGUM","39","119","2.096612633","","","601278"
"","OH","NOBLE","39","121","1.751961961","","","102124"
"","OH","OTTAWA","39","123","3.523529167","","","289591"
"","OH","PAULDING","39","125","4.227398304","","","135824"
"","OH","PERRY","39","127","1.861661751","","","252168"
"","OH","PICKAWAY","39","129","5.448874045","","","392068"
"","OH","PIKE","39","131","2.613908459","","","199933"
"","OH","PORTAGE","39","133","4.815742529","","","1129240"
"","OH","PREBLE","39","135","3.959468857","","","294627"
"","OH","PUTNAM","39","137","1.341544417","","","240569"
"","OH","RICHLAND","39","139","1.027198309","","","865803"
"","OH","ROSS","39","141","1.428649774","","","543236"
"","OH","SANDUSKY","39","143","0.914452619","","","424750"
"","OH","SCIOTO","39","145","2.993097613","","","550944"
"","OH","SENECA","39","147","0.706511791","","","394711"
"","OH","SHELBY","39","149","","","","344892"
"","OH","STARK","39","151","3.290040209","2.624585059","69","2628987"
"","OH","SUMMIT","39","153","4.214578188","3.664896618","139","3792740"
"","OH","TRUMBULL","39","155","3.464209463","4.104309662","60","1461878"
"","OH","TUSCARAWAS","39","157","2.05627691","","","648335"
"","OH","UNION","39","159","5.137105873","","","368012"
"","OH","VAN WERT","39","161","3.52831742","","","201056"
"","OH","VINTON","39","163","1.836602223","","","93538"
"","OH","WARREN","39","165","4.613338076","","","1507194"
"","OH","WASHINGTON","39","167","1.251196457","","","431459"
"","OH","WAYNE","39","169","2.480557533","","","804107"
"","OH","WILLIAMS","39","171","","","","263827"
"","OH","WOOD","39","173","2.863424895","","","890901"
"","OH","WYANDOT","39","175","","","","157995"
"","OK","ADAIR","40","1","1.758935281","","","156688"
"","OK","ALFALFA","40","3","","","","39732"
"","OK","ATOKA","40","5","3.332202998","","","98198"
"","OK","BEAVER","40","7","","","","38977"
"","OK","BECKHAM","40","9","","","","159973"
"","OK","BLAINE","40","11","1.725914203","","","75115"
"","OK","BRYAN","40","13","3.386945864","","","301056"
"","OK","CADDO","40","15","3.33865292","","","205755"
"","OK","CANADIAN","40","17","4.468161652","","","836506"
"","OK","CARTER","40","19","2.994964413","","","335552"
"","OK","CHEROKEE","40","21","3.843804674","","","331859"
"","OK","CHOCTAW","40","23","4.148768454","","","106088"
"","OK","CIMARRON","40","25","","","","16915"
"","OK","CLEVELAND","40","27","4.623288254","1.756144998","32","1822173"
"","OK","COAL","40","29","3.023160771","","","41116"
"","OK","COMANCHE","40","31","4.27489894","6.128308275","53","864839"
"","OK","COTTON","40","33","3.928889687","","","43145"
"","OK","CRAIG","40","35","1.84990798","","","103757"
"","OK","CREEK","40","37","5.764487303","","","491153"
"","OK","CUSTER","40","39","2.955059962","","","196612"
"","OK","DELAWARE","40","41","1.972997304","","","289341"
"","OK","DEWEY","40","43","","","","33582"
"","OK","ELLIS","40","45","","","","28733"
"","OK","GARFIELD","40","47","1.765364","","","427001"
"","OK","GARVIN","40","49","2.258706764","","","192258"
"","OK","GRADY","40","51","3.169645363","","","369601"
"","OK","GRANT","40","53","","","","31688"
"","OK","GREER","40","55","","","","43230"
"","OK","HARMON","40","57","","","","20106"
"","OK","HARPER","40","59","","","","26028"
"","OK","HASKELL","40","61","4.257971775","","","89611"
"","OK","HUGHES","40","63","4.451555062","","","96291"
"","OK","JACKSON","40","65","","","","183643"
"","OK","JEFFERSON","40","67","3.052082308","","","44830"
"","OK","JOHNSTON","40","69","2.723814308","","","76787"
"","OK","KAY","40","71","1.731882346","","","322263"
