LEAR_ID,AGENCYNAME,CITY,ZIPCODE,STATE,COUNTY,FIPS,ORI9,geocode_status,geocode_success,geo_formatted_address,lat,lng
634794,PITTSBURGH CITY POLICE DEPARTMENT,PITTSBURGH,15233,PA,ALLEGHENY,42003,PAPPD0000,OK,1,"Pittsburgh, PA 15233, USA",40.4543466,-80.0283415
634781,PHILADELPHIA CITY POLICE DEPARTMENT,PHILADELPHIA,19136,PA,PHILA,42063,PAPEP0000,OK,1,"Philadelphia, PA 19136, USA",40.035837,-75.0202247
629954,ALASKA STATE TROOPERS,ANCHORAGE,99507,AK,ANCHORAGE MUNICIPALITY,2020,AKASP0000,OK,1,"Anchorage, AK 99507, USA",61.14876899999999,-149.8010811
630332,OPEILKA POLICE DEPARTMENT,OPELIKA,36803,AL,LEE,1081,AL0430200,OK,1,"Opelika, AL 36803, USA",32.65,-85.36999999999999
631921,BELLEVUE POLICE DEPARTMENT,BELLEVUE,98009,WA,KING,53033,WA0170200,OK,1,"Bellevue, WA 98009, USA",47.6101153,-122.2001506
632005,ISSAQUAH POLICE DEPARTMENT,ISSAQUAH,98027,WA,KING,53033,WA0170600,OK,1,"Issaquah, WA 98027, USA",47.4925009,-121.9516339
632143,SPOKANE COUNTY SHERIFF'S OFFICE,SPOKANE,99260,WA,SPOKANE,53063,WA0320000,OK,1,"Spokane, WA 99260, USA",47.6652776,-117.4294715
633063,MCMINN COUNTY SHERIFF'S OFFICE,ATHENS,37371,TN,MCMINN,47107,TN0540000,OK,1,"Athens, TN 37371, USA",35.44,-84.58999999999999
633653,RICHLAND COUNTY SHERIFF'S OFFICE,COLUMBIA,29223,SC,RICHLAND,45079,SC0400000,OK,1,"Columbia, SC 29223, USA",34.1058378,-80.92077370000001
633735,SOUTH CAROLINA HIGHWAY PATROL,BLYTHEWOOD,29016,SC,RICHLAND,45079,SCSHP0000,OK,1,"Blythewood, SC 29016, USA",34.2006447,-81.0092062
633870,ALLEGHENY COUNTY SHERIFF'S OFFICE,PITTSBURGH,15219,PA,ALLEGHENY,42003,PA0020000,OK,1,"Pittsburgh, PA 15219, USA",40.440368,-79.9836108
633887,ARNOLD POLICE DEPARTMENT,NEW KENSINGTON,15068,PA,WESTMORELAWD,42129,PA0651400,OK,1,"NEW KENSINGTN, PA 15068, USA",40.5604134,-79.7175517
634291,GREENE COUNTY SHERIFF'S OFFICE,WAYNESBURG,15370,PA,GREENE,42059,PA0300000,OK,1,"Waynesburg, PA 15370, USA",39.8482724,-80.1428584
635216,AVONDALE POLICE DEPARTMENT,AVONDALE,85323,AZ,MARICOPA,4013,AZ0070100,OK,1,"Avondale, AZ 85323, USA",33.4334649,-112.3278161
635425,ANDERSON POLICE DEPARTMENT,ANDERSON,96007,CA,SHASTA,6089,CA0450100,OK,1,"Anderson, CA 96007, USA",40.4526321,-122.28015
635500,CALIFORNIA HIGHWAY PATROL,SACRAMENTO,95811,CA, , ,CA0349900,OK,1,"Sacramento, CA 95811, USA",38.5967128,-121.4941738
635618,ESCONDIDO POLICE DEPARTMENT,ESCONDIDO,92026,CA,SAN DIEGO,6073,CA0370600,OK,1,"Escondido, CA 92026, USA",33.2156978,-117.1147095
636018,SOLANO COUNTY SHERIFF'S OFFICE,FAIRFIELD,94533,CA,SOLANO COUNTY,6095,CA0480000,OK,1,"Fairfield, CA 94533, USA",38.2493627,-122.0399969
637045,WALTON COUNTY SHERIFF'S OFFICE,DEFUNIAK SPRINGS,32433,FL,WALTON,12131,FL0660000,OK,1,"Defuniak Springs, FL 32433, USA",30.8866166,-86.21584969999999
637238,COLUMBUS POLICE DEPARTMENT,COLUMBUS,31902,GA,MUSCOGEE,13215,GA1060100,OK,1,"Columbus, GA 31902, USA",32.46862,-84.99141
637447,HOBOKEN POLICE DEPARTMENT,HOBOKEN,31542,GA,BRANTLEY,13025,GA0130200,OK,1,"Hoboken, GA 31542, USA",31.08952129999999,-82.10606829999999
637839,HONOLULU POLICE DEPARTMENT,HONOLULU,96813,HI, ,15003,HI0020000,OK,1,"Honolulu, HI 96813, USA",21.3136151,-157.8480364
638784,GOREVILLE POLICE DEPARTMENT,GOREVILLE,62939,IL,JOHNSON,17087,IL0440200,OK,1,"Goreville, IL 62939, USA",37.570537,-88.99880979999999
641090,GRETNA POLICE DEPARTMENT,GRETNA,70053,LA,JEFFERSON,22051,LA0260100,OK,1,"Gretna, LA 70053, USA",29.9104337,-90.0513246
641139,LASALLE PARISH SHERIFF'S OFFICE,JENA,71342,LA,LASALLE,22059,LA0300000,OK,1,"Jena, LA 71342, USA",31.5885372,-92.08613299999999
641148,LIVONIA POLICE DEPARTMENT,LIVONIA,70755,LA,POINTE COUPCE,22077,LA0390300,OK,1,"Livonia, LA 70755, USA",30.5765125,-91.5305465
641551,MALDEN POLICE DEPARTMENT,MALDEN,2148,MA, ,25017,MA0092700,ZERO_RESULTS,0,,0.0,0.0
641673,SANDWICH POLICE DEPARTMENT,SANDWICH,2563,MA, ,25001,MA0011200,ZERO_RESULTS,0,,0.0,0.0
641693,SPRINGFIELD POLICE DEPARTMENT,SPRINGFIELD,1105,MA,HAMPDEN,25013,MA0071800,ZERO_RESULTS,0,,0.0,0.0
643100,PERRY COUNTY SHERIFF'S OFFICE,PERRYVILLE,63775,MO, ,29157,MO0790000,OK,1,"Perryville, MO 63775, USA",37.681175,-89.8879304
643749,FALLON COUNTY SHERIFF'S OFFICE,BAKER,59313,MT,FALLON,30025,MT0130000,OK,1,"Baker, MT 59313, USA",46.315418,-104.2913118
643865,BOWMAN COUNTY SHERIFF'S OFFICE,BOWMAN,58623,ND,BOWMAN,38011,ND0060000,OK,1,"Bowman, ND 58623, USA",46.148855,-103.4273195
643918,MCKENZIE COUNTY SHERIFF'S OFFICE,WATFORD CITY,58854,ND,MCKENZIE,38053,ND0270000,OK,1,"Watford City, ND 58854, USA",47.7633248,-103.1392835
644381,NEW HAMPSHIRE STATE POLICE,CONCORD,3301,NH, ,33013,NHNSP0000,ZERO_RESULTS,0,,0.0,0.0
644926,ORANGE POLICE,ORANGE,7050,NJ,ESSEX,34013,NJ0071700,ZERO_RESULTS,0,,0.0,0.0
644936,PASSAIC COUNTY SHERIFF'S OFFICE,PATERSON,7505,NJ,PASSAIC,34031,NJ0160000,ZERO_RESULTS,0,,0.0,0.0
645201,KANSAS CITY POLICE DEPARTMENT,KANSAS CITY,64106,MO,JACKSON,29095,MOKPD0000,OK,1,"Kansas City, MO 64106, USA",39.1040382,-94.57018029999999
646031,VESTAL TOWN POLICE DEPARTMENT,VESTAL,13850,NY, ,36007,NY0036400,OK,1,"Vestal, NY 13850, USA",42.0636938,-76.01598
646247,CLARK COUNTY SHERIFF'S OFFICE,SPRINGFIELD,45502,OH,CLARK,39023,OH0120000,OK,1,"Springfield, OH 45502, USA",39.8354706,-83.7836403
647096,ANADARKO POLICE DEPARTMENT,ANADARKO,73005,OK,CADDO,40015,OK0080100,OK,1,"Anadarko, OK 73005, USA",35.0725528,-98.2436202
647210,CYRIL POLICE DEPARTMENT,CYRIL,73029,OK, ,40015,OK0081100,OK,1,"Cyril, OK 73029, USA",34.91607,-98.19942759999999
647583,TALIHINA POLICE DEPARTMENT,TALIHINA,74571,OK,LEFLORE,40079,OK0400200,OK,1,"Talihina, OK 74571, USA",34.71518289999999,-95.01824599999999
649543,DALLAS COUNTY SHERIFF'S OFFICE,DALLAS,75207,TX,DALLAS,48113,TX0570000,OK,1,"Dallas, TX 75207, USA",32.7891591,-96.82170169999999
649842,HAMLIN POLICE DEPARTMENT,HAMLIN,79520,TX,JONES,48253,TX1270200,OK,1,"Hamlin, TX 79520, USA",32.8922722,-100.1255164
650822,STAR HARBOR POLICE DEPARTMENT,MALAKOFF,75148,TX, ,48213,TX1072400,OK,1,"Malakoff, TX 75148, USA",32.1707451,-96.01277429999999
650873,TARRANT COUNTY SHERIFF'S OFFICE,FORT WORTH,76102,TX,TARRANT,48439,TX2200000,OK,1,"Fort Worth, TX 76102, USA",32.7579468,-97.3246534
631920,BENOIT POLICE DEPARTMENT,BENOIT,38725,MS,BOLIVAR, , ,OK,1,"Benoit, MS 38725, USA",33.6359218,-91.0011902
631959,COSMOPOLIS POLICE DEPARTMENT,COSMOPOLIS,98537,WA,GRAYS HARBOR,53027,WA0140600,OK,1,"Cosmopolis, WA 98537, USA",46.8630197,-123.6394878
632358,CEDAR BLUFF POLICE DEPARTMENT,CEDAR BLUFF,24609,VA,TAZEWELL,51185,VA0920500,OK,1,"Cedar Bluff, VA 24609, USA",36.99549990000001,-81.84429340000001
633410,WALWORTH COUNTY SHERIFF'S OFFICE,SELBY,57472,SD, ,46129,SD0640000,OK,1,"Selby, SD 57472, USA",45.381146,-100.0944336
633851,WEST GREENWICH POLICE,WEST GREENWICH,2817,RI,KENT,44003,RI0020500,ZERO_RESULTS,0,,0.0,0.0
634647,NEWTOWN BOROUGH POLICE DEPARTMENT,NEWTOWN,18940,PA,BUCKS,42017,PA0096000,OK,1,"UPR MAKEFIELD, PA 18940, USA",40.2626407,-74.95594799999999
634709,OVERFIELD TOWNSHIP POLICE DEPARTMENT,DALTON,18414,PA,WYOMING,42131,PA0661100,OK,1,"N ABINGTN TWP, PA 18414, USA",41.5495333,-75.7255192
636348,NORWOOD MARSHALS OFFICE,NORWOOD,81423,CO,SAN MIGUEL,8113,CO0570200,OK,1,"Norwood, CO 81423, USA",37.9811237,-108.3801314
638238,UNION COUNTY SHERIFF'S OFFICE,CRESTON,50801,IA, ,19175,IA0880000,OK,1,"Creston, IA 50801, USA",41.0781268,-94.35651299999999
641041,DRY PRONG POLICE DEPARTMENT,DRY PRONG,71423,LA,GRANT PARISH,22043,LA0220300,OK,1,"Dry Prong, LA 71423, USA",31.6479914,-92.5792482
641631,ORANGE POLICE DEPARTMENT,ORANGE,1364,MA,FRANKLIN,25011,MA0061900,ZERO_RESULTS,0,,0.0,0.0
645183,EUNICE POLICE DEPARTMENT,EUNICE,88231,NM,LEA,35025,NM0130100,OK,1,"Eunice, NM 88231, USA",32.433267,-103.1279039
631906,WOODVILLE POLICE DEPARTMENT,WOODVILLE,54028,WI,ST. CROIX,55109,WI0560400,OK,1,"Woodville, WI 54028, USA",44.9494681,-92.2728877
633810,HOPKINTON POLICE,HOPKINTON,2833,RI,WASHINGTON,44009,RI0050600,ZERO_RESULTS,0,,0.0,0.0
637547,MIDVILLE POLICE DEPARTMENT,MIDVILLE,30441,GA,BURKE CO.,13033,GA0170200,OK,1,"Midville, GA 30441, USA",32.8156504,-82.2365981
638993,MARION POLICE DEPARTMENT,MARION,62959,IL,WILLIAMSON,17199,IL1000400,OK,1,"Marion, IL 62959, USA",37.6975961,-88.9222277
639039,MILFORD POLICE DEPARTMENT,MILFORD,60953,IL,IROQUOIS,17075,IL0380300,OK,1,"Milford, IL 60953, USA",40.631725,-87.67783779999999
640010,TOPEKA POLICE DEPARTMENT,TOPEKA,46571,IN,LAGRANGE,18087,IN0440200,OK,1,"Topeka, IN 46571, USA",41.5747831,-85.5406209
641816,CRISFIELD POLICE,CRISFIELD,21817,MD,SOMERSET,24039,MD0200100,OK,1,"Crisfield, MD 21817, USA",37.9706815,-75.841775
643964,STUTSMAN COUNTY SHERIFF'S OFFICE,JAMESTOWN,58401,ND,STUTSMAN,38093,ND0470000,OK,1,"Jamestown, ND 58401, USA",46.9120821,-98.83727809999999
645775,NEW ROCHELLE CITY POLICE DEPARTMENT,NEW ROCHELLE,10801,NY,WESTCHESTER,36119,NY0590400,OK,1,"New Rochelle, NY 10801, USA",40.9196897,-73.7889689
646110,ASHTABULA COUNTY SHERIFF'S OFFICE,JEFFERSON,44047,OH,ASHTABULA,39007,OH0040000,OK,1,"Jefferson, OH 44047, USA",41.7246561,-80.7436141
646295,CUYAHOGA COUNTY SHERIFF'S OFFICE,CLEVELAND,44113,OH,CUYOHOGA,39035,OH0180000,OK,1,"Cleveland, OH 44113, USA",41.4857101,-81.69663059999999
647031,WELLSVILLE POLICE DEPARTMENT,WELLSVILLE,43968,OH,COLUMBIANA,39029,OH0150800,OK,1,"Wellsville, OH 43968, USA",40.6331651,-80.68817179999999
647520,RATTAN POLICE DEPARTMENT,RATTAN,74562,OK,PUSHMATAHA,40127,OK0641700,OK,1,"Rattan, OK 74562, USA",34.2837536,-95.2893433
630221,HEADLAND POLICE DEPARTMENT,HEADLAND,36345,AL,HENRY,1067,AL0370200,OK,1,"Headland, AL 36345, USA",31.38234929999999,-85.2929384
632195,WASHOUGAL POLICE DEPARTMENT,WASHOUGAL,98671,WA,CLARK,53011,WA0060400,OK,1,"Washougal, WA 98671, USA",45.6128131,-122.2770147
632821,WASHINGTON CITY POLICE DEPARTMENT,WASHINGTON,84780,UT,WASHINGTON,49053,UT0271000,OK,1,"Washington, UT 84780, USA",37.17582,-113.5014213
638101,MANNING POLICE DEPARTMENT,MANNING,51455,IA,CARROLL,19027,IA0140300,OK,1,"Manning, IA 51455, USA",41.9084705,-95.0390536
638181,PRAIRIE CITY POLICE DEPARTMENT,PRAIRIE CITY,50228,IA,JASPER,19099,IA0500600,OK,1,"Prairie City, IA 50228, USA",41.575683,-93.23825099999999
641214,OLLA POLICE DEPARTMENT,OLLA,71465,LA,LASALLE,22059,LA0300200,OK,1,"Olla, LA 71465, USA",31.8600183,-92.2039933
644792,LONG BEACH TOWNSHIP POLICE,LONG BEACH TOWNSHIP,8008,NJ,OCEAN,34029,NJ0151700,ZERO_RESULTS,0,,0.0,0.0
648057,FRANKENMUTH POLICE DEPARTMENT,FRANKENMUTH,48734,MI,"SAGINAW, MICHIGAN",26145,MI7340600,OK,1,"Frankenmuth, MI 48734, USA",43.37045,-83.7411631
634833,READING CITY POLICE DEPARTMENT,READING,19601,PA,BERKS,42011,PA0061400,OK,1,"Reading, PA 19601, USA",40.3537241,-75.9405178
640383,OSAGE COUNTY SHERIFF'S OFFICE,LYNDON,66451,KS,OSAGE,20139,KS0700000,OK,1,"Lyndon, KS 66451, USA",38.6208039,-95.6668306
644171,SALINE COUNTY SHERIFF'S OFFICE,WILBER,68465,NE, ,31151,NB0760000,OK,1,"Wilber, NE 68465, USA",40.4820516,-97.0283383
634268,FRAZER TOWNSHIP POLICE DEPARTMENT,TARENTUM,15084,PA,ALLEGENY,42003,PA0022A00,OK,1,"Tarentum, PA 15084, USA",40.6378147,-79.7960523
647427,NOBLE POLICE DEPARTMENT,NOBLE,73068,OK, ,40027,OK0140400,OK,1,"Etowah, OK 73068, USA",35.1392643,-97.27607599999999
648705,GLEN ALPINE POLICE DEPARTMENT,GLEN ALPINE,28628,NC,"BURKE, N.C.",37023,NC0120400,OK,1,"Glen Alpine, NC 28628, USA",35.7334283,-81.777335
645910,SCHENECTADY CITY POLICE DEPARTMENT,SCHENECTADY,12305,NY,SCHENECTADY,36093,NY0460100,OK,1,"Schenectady, NY 12305, USA",42.8129576,-73.9447994
650380,MOTLEY COUNTY SHERIFF'S OFFICE,MATADOR,79244,TX, ,48345,TX1730000,OK,1,"Matador, TX 79244, USA",34.0520581,-100.8225732
650328,MEMORIAL VILLAGES POLICE DEPARTMENT,HOUSTON,77024,TX,HARRIS,48201,TX1012400,OK,1,"Houston, TX 77024, USA",29.77261379999999,-95.514493
638488,BERWYN POLICE DEPARTMENT,BERWYN,60402,IL,COOK,17031,IL0160900,OK,1,"Stickney, IL 60402, USA",41.8339435,-87.79108910000001
647613,VALLEY BROOK POLICE DEPARTMENT,OKLAHOMA CITY,73129,OK,OKLAHOMA,40109,OK0552100,OK,1,"Oklahoma City, OK 73129, USA",35.4318343,-97.49224070000001
648762,KENLY POLICE DEPARTMENT,KENLY,27542,NC,JOHNSTON,37101,NC0510500,OK,1,"Kenly, NC 27542, USA",35.6531967,-78.13363799999999
636190,CHEYENNE COUNTY SHERIFF'S OFFICE,CHEYENNE WELLS,80810,CO,CHEYENNE,8017,CO0090000,OK,1,"Cheyenne Wells, CO 80810, USA",38.8564154,-102.4839212
641134,LAFOURCHE PARISH SHERIFF'S OFFICE,THIBODAUX,70301,LA, ,22057,LA0290000,OK,1,"Thibodaux, LA 70301, USA",29.8098343,-90.7722974
648729,HENDERSON COUNTY SHERIFF'S OFFICE,HENDERSONVILLE,28792,NC,HENDERSON,37089,NC0450000,OK,1,"Hendersonville, NC 28792, USA",35.3902982,-82.36688699999999
648830,MOORESVILLE POLICE DEPARTMENT,MOORESVILLE,28115,NC, ,37097,NC0490100,OK,1,"Mooresville, NC 28115, USA",35.584285,-80.7879407
631114,HUNTINGTON POLICE DEPARTMENT,HUNTINGTON,25701,WV,CABELL,54011,WV0060200,OK,1,"Huntington, WV 25701, USA",38.3751952,-82.3994214
636983,SANTA ROSA COUNTY SHERIFF'S OFFICE,MILTON,32572,FL,SANTA ROSA,12113,FL0570000,OK,1,"Milton, FL 32572, USA",30.63,-87.03999999999999
645391,NORTH LAS VEGAS POLICE DEPARTMENT,NORTH LAS VEGAS,89030,NV,CLARK,32003,NV0020200,OK,1,"North Las Vegas, NV 89030, USA",36.2144541,-115.1221157
636845,LAKELAND POLICE DEPARTMENT,LAKELAND,33801,FL,POLK,12105,FL0531200,OK,1,"Lakeland, FL 33801, USA",28.0486111,-81.89890799999999
640284,KANSAS HIGHWAY PATROL,TOPEKA,66603,KS,SHAWNEE,20177,KSKHP0000,OK,1,"Topeka, KS 66603, USA",39.0555831,-95.6747209
632891,CHATTANOOGA POLICE DEPARTMENT,CHATTANOOGA,37406,TN,HAMILTON,47065,TN0330100,OK,1,"Chattanooga, TN 37406, USA",35.0675923,-85.26189869999999
635308,PHOENIX POLICE DEPARTMENT,PHOENIX,85003,AZ,MARICOPA,4013,AZ0072300,OK,1,"Phoenix, AZ 85003, USA",33.4495511,-112.0789355
291128,FENNVILLE POLICE DEPARTMENT,FENNVILLE,49408,MI,ALLEGAN, ,MI0339200,OK,1,"Fennville, MI 49408, USA",42.5832128,-86.1141045
349379,KILLINGTON POLICE DEPARTMENT,KILLINGTON,5751,VT,RUTLAND, ,VT0111100,ZERO_RESULTS,0,,0.0,0.0
421401,CENTERFIELD CITY POLICE DEPARTMENT,CENTERFIELD,84622,UT,SANPETE, ,UT0200100,OK,1,"Centerfield, UT 84622, USA",39.1114526,-111.8210866
425513,FULTON POLICE DEPARTMENT,FULTON,78358,TX,ARANSAS, ,TX0041000,OK,1,"Fulton, TX 78358, USA",28.06508,-97.0377463
429065,MOORELAND POLICE DEPARTMENT,MOORELAND,47360,IN,HENRY, ,IN0330500,OK,1,"Mooreland, IN 47360, USA",40.0179343,-85.26189869999999
436979,NORFORK POLICE DEPARTMENT,NORFORK,72658,AR,BAXTER, ,AR0030500,OK,1,"Norfork, AR 72658, USA",36.1313523,-92.3616203
630065,BIBB COUNTY SHERIFF'S OFFICE,CENTREVILLE,35042,AL,BIBB,1007,AL0070000,OK,1,"Centreville, AL 35042, USA",32.9103223,-87.10237459999999
630074,BRENT POLICE DEPARTMENT,BRENT,35034,AL,BIBB,1007,AL0070200,OK,1,"Brent, AL 35034, USA",32.8918051,-87.28172719999999
630100,CHEROKEE COUNTY SHERIFF'S OFFICE,CENTRE,35960,AL,CHEROKEE,1019,AL0130000,OK,1,"Centre, AL 35960, USA",34.1177222,-85.56121
630107,CITRONELLE POLICE DEPARTMENT,CITRONELLE,36522,AL,MOBILE,1097,AL0020400,OK,1,"Citronelle, AL 36522, USA",31.113856,-88.28504199999999
630154,ECLECTIC POLICE DEPARTMENT,ECLECTIC,36024,AL,ELMORE,1051,AL0290300,OK,1,"Eclectic, AL 36024, USA",32.6782163,-86.0325629
630172,FAYETTE POLICE DEPARTMENT,FAYETTE,35555,AL,FAYETTE,1057,AL0320100,OK,1,"Fayette, AL 35555, USA",33.6431187,-87.8156715
630205,GREENVILLE POLICE DEPARTMENT,GREENVILLE,36037,AL,BUTLER,1013,AL0100100,OK,1,"Greenville, AL 36037, USA",31.7205259,-86.6207943
630230,HOLLYWOOD POLICE DEPARTMENT,HOLLYWOOD,35752,AL,JACKSON,1071,AL0390400,OK,1,"Hollywood, AL 35752, USA",34.76253579999999,-85.9611082
