,county,state,geocode_status,geocode_success,geo_formatted_address,lat,lng,FIPS
702,Boone,Indiana,OK,1,"Boone County, IN, USA",40.0106163,-86.49965460000001,18011
703,Brown,Indiana,OK,1,"Brown County, IN, USA",39.1749729,-86.17517590000001,18013
704,Carroll,Indiana,OK,1,"Carroll County, IN, USA",40.542415,-86.5400674,18015
705,Cass,Indiana,OK,1,"Cass County, IN, USA",40.8199089,-86.3376761,18017
706,Clark,Indiana,OK,1,"Clark County, IN, USA",38.4492903,-85.7256372,18019
707,Clay,Indiana,OK,1,"Clay County, IN, USA",39.36862199999999,-87.14228949999999,18021
708,Clinton,Indiana,OK,1,"Clinton, IN 47842, USA",39.6569817,-87.3980741,18023
709,Crawford,Indiana,OK,1,"Crawford County, IN, USA",38.3054548,-86.4592091,18025
710,Daviess,Indiana,OK,1,"Daviess County, IN, USA",38.7020241,-87.14228949999999,18027
711,Dearborn,Indiana,OK,1,"Dearborn County, IN, USA",39.1713075,-84.981754,18029
712,Decatur,Indiana,OK,1,"Decatur, IN 46733, USA",40.830603,-84.9291329,18031
713,DeKalb,Indiana,OK,1,"DeKalb County, IN, USA",41.4138928,-85.02334599999999,18033
714,Delaware,Indiana,OK,1,"Delaware County, IN, USA",40.2583533,-85.39627689999999,18035
715,Dubois,Indiana,OK,1,"Dubois, IN 47527, USA",38.4453945,-86.8041574,18037
716,Elkhart,Indiana,OK,1,"Elkhart, IN, USA",41.6819935,-85.9766671,18039
717,Fayette,Indiana,OK,1,"Fayette County, IN, USA",39.5920377,-85.14793639999999,18041
718,Floyd,Indiana,OK,1,"Floyd County, IN, USA",38.2869276,-85.8895551,18043
719,Fountain,Indiana,OK,1,"Fountain County, IN, USA",40.22271970000001,-87.3347575,18045
720,Franklin,Indiana,OK,1,"Franklin, IN 46131, USA",39.4806055,-86.0549863,18047
721,Fulton,Indiana,OK,1,"Fulton County, IN, USA",41.0204161,-86.2970998,18049
722,Gibson,Indiana,OK,1,"Gibson County, IN, USA",38.3338249,-87.5791287,18051
723,Grant,Indiana,OK,1,"Grant County, IN, USA",40.4730605,-85.684578,18053
724,Greene,Indiana,OK,1,"Greene County, IN, USA",39.0321796,-86.9824288,18055
725,Hamilton,Indiana,OK,1,"Hamilton, IN 46742, USA",41.53366159999999,-84.9127396,18057
726,Hancock,Indiana,OK,1,"Hancock County, IN, USA",39.8249915,-85.84862360000001,18059
727,Harrison,Indiana,OK,1,"Harrison County, IN, USA",38.1701136,-86.17517590000001,18061
728,Hendricks,Indiana,OK,1,"Hendricks County, IN, USA",39.8064942,-86.5400674,18063
729,Henry,Indiana,OK,1,"Henry County, IN, USA",39.9704844,-85.35496499999999,18065
730,Howard,Indiana,OK,1,"Howard, IN 47952, USA",39.9161499,-87.37557029999999,18067
731,Huntington,Indiana,OK,1,"Huntington, IN 46750, USA",40.8831011,-85.49747599999999,18069
732,Jackson,Indiana,OK,1,"Jackson County, IN, USA",38.8794321,-86.05296039999999,18071
733,Jasper,Indiana,OK,1,"Jasper, IN, USA",38.3914418,-86.9311094,18073
734,Jay,Indiana,OK,1,"Jay County, IN, USA",40.4465288,-85.02334599999999,18075
735,Jefferson,Indiana,OK,1,"Jefferson, IN 46041, USA",40.27944,-86.58999999999999,18077
736,Jennings,Indiana,OK,1,"Jennings County, IN, USA",38.9914998,-85.684578,18079
737,Johnson,Indiana,OK,1,"Johnson County, IN, USA",39.4637793,-86.1344697,18081
738,Knox,Indiana,OK,1,"Knox, IN 46534, USA",41.2958751,-86.6250139,18083
739,Kosciusko,Indiana,OK,1,"Kosciusko County, IN, USA",41.2864679,-85.84862360000001,18085
740,LaGrange,Indiana,OK,1,"LaGrange, IN 46761, USA",41.641717,-85.4166467,18087
741,Lake,Indiana,OK,1,"Lake County, IN, USA",41.4897279,-87.30161319999999,18089
742,LaPorte,Indiana,OK,1,"La Porte, IN 46350, USA",41.611143,-86.7227195,18091
743,Lawrence,Indiana,OK,1,"Lawrence, IN, USA",39.8386516,-86.0252612,18093
744,Madison,Indiana,OK,1,"Madison, IN, USA",38.7358933,-85.37995769999999,18095
745,Marion,Indiana,OK,1,"Marion, IN, USA",40.5583739,-85.6591442,18097
746,Marshall,Indiana,OK,1,"Marshall, IN 47859, USA",39.8480969,-87.18779010000002,18099
747,Martin,Indiana,OK,1,"Martin County, IN, USA",38.6937856,-86.8220341,18101
748,Miami,Indiana,OK,1,"Miami, IN, USA",40.6140514,-86.1064885,18103
749,Monroe,Indiana,OK,1,"Monroe, IN 46772, USA",40.7450468,-84.9369111,18105
750,Montgomery,Indiana,OK,1,"Montgomery, IN, USA",38.66254929999999,-87.0461181,18107
751,Morgan,Indiana,OK,1,"Morgan County, IN, USA",39.51168089999999,-86.3376761,18109
752,Newton,Indiana,OK,1,"Newton County, IN, USA",40.9703076,-87.42075179999999,18111
753,Noble,Indiana,OK,1,"Noble County, IN, USA",41.4277391,-85.35496499999999,18113
754,Ohio,Indiana,OK,1,"Ohio County, IN, USA",38.9417259,-84.9609464,18115
755,Orange,Indiana,OK,1,"Orange County, IN, USA",38.5169004,-86.49965460000001,18117
756,Owen,Indiana,OK,1,"Owen County, IN, USA",39.3603429,-86.8220341,18119
757,Parke,Indiana,OK,1,"Parke County, IN, USA",39.69929459999999,-87.14228949999999,18121
758,Perry,Indiana,OK,1,"Perry County, IN, USA",38.0159043,-86.6611083,18123
759,Pike,Indiana,OK,1,"Pike County, IN, USA",38.4110583,-87.2618328,18125
760,Porter,Indiana,OK,1,"Porter, IN 46304, USA",41.6163803,-87.0747971,18127
761,Posey,Indiana,OK,1,"Posey County, IN, USA",38.0020359,-87.89424509999999,18129
762,Pulaski,Indiana,OK,1,"Pulaski County, IN, USA",40.9957383,-86.8220341,18131
763,Putnam,Indiana,OK,1,"Putnam County, IN, USA",39.690997,-86.8220341,18133
764,Randolph,Indiana,OK,1,"Randolph County, IN, USA",40.12045320000001,-85.02334599999999,18135
765,Ripley,Indiana,OK,1,"Ripley County, IN, USA",39.0986811,-85.2308414,18137
766,Rush,Indiana,OK,1,"Rush County, IN, USA",39.6481768,-85.52002399999999,18139
767,St. Joseph,Indiana,OK,1,"St Joseph County, IN, USA",41.6228085,-86.3376761,18141
768,Scott,Indiana,OK,1,"Scott, IN 46565, USA",41.741055,-85.555809,18143
769,Shelby,Indiana,OK,1,"Shelby, IN 46356, USA",41.1953592,-87.3479261,18145
770,Spencer,Indiana,OK,1,"Spencer, IN 47460, USA",39.2867117,-86.7625058,18147
771,Starke,Indiana,OK,1,"Starke County, IN, USA",41.2715616,-86.6207943,18149
772,Steuben,Indiana,OK,1,"Steuben County, IN, USA",41.6115471,-84.981754,18151
773,Sullivan,Indiana,OK,1,"Sullivan, IN 47882, USA",39.0953199,-87.4058525,18153
774,Switzerland,Indiana,OK,1,"Switzerland County, IN, USA",38.8419394,-85.0649071,18155
775,Tippecanoe,Indiana,OK,1,"Tippecanoe, IN 46570, USA",41.2089559,-86.11493580000001,18157
776,Tipton,Indiana,OK,1,"Tipton, IN 46072, USA",40.2822598,-86.04109799999999,18159
777,Union,Indiana,OK,1,"Union, IN 47640, USA",38.4652211,-87.4353991,18161
778,Vanderburgh,Indiana,OK,1,"Vanderburgh County, IN, USA",38.0806099,-87.5791287,18163
779,Vermillion,Indiana,OK,1,"Vermillion County, IN, USA",39.8512139,-87.48020679999999,18165
780,Vigo,Indiana,OK,1,"Vigo County, IN, USA",39.4165382,-87.42075179999999,18167
781,Wabash,Indiana,OK,1,"Wabash, IN 46992, USA",40.797821,-85.8205411,18169
782,Warren,Indiana,OK,1,"Warren, IN 46792, USA",40.6828226,-85.4271952,18171
783,Warrick,Indiana,OK,1,"Warrick County, IN, USA",38.0736703,-87.2618328,18173
784,Washington,Indiana,OK,1,"Washington, IN 47501, USA",38.65921520000001,-87.172789,18175
785,Wayne,Indiana,OK,1,"Wayne, Webster Township, IN 47374, USA",39.88782519999999,-84.9255172,18177
786,Wells,Indiana,OK,1,"Wells County, IN, USA",40.7778348,-85.1894045,18179
787,White,Indiana,OK,1,"White County, IN, USA",40.6765551,-86.9824288,18181
788,Whitley,Indiana,OK,1,"Whitley County, IN, USA",41.1136133,-85.52002399999999,18183
789,Adair,Iowa,OK,1,"Adair, IA 50002, USA",41.50043,-94.6433504,19001
790,Adams,Iowa,OK,1,"Adams County, IA, USA",41.0652066,-94.6863782,19003
791,Allamakee,Iowa,OK,1,"Allamakee County, IA, USA",43.2430754,-91.44346900000001,19005
792,Appanoose,Iowa,OK,1,"Appanoose County, IA, USA",40.6806102,-92.8577105,19007
793,Audubon,Iowa,OK,1,"Audubon, IA 50025, USA",41.7180421,-94.93248679999999,19009
794,Benton,Iowa,OK,1,"Benton, IA 50835, USA",40.7033242,-94.3582909,19011
795,Black Hawk,Iowa,OK,1,"Black Hawk County, IA, USA",42.447804,-92.38136209999999,19013
796,Boone,Iowa,OK,1,"Boone, IA 50036, USA",42.0597047,-93.8802273,19015
797,Bremer,Iowa,OK,1,"Bremer County, IA, USA",42.76108199999999,-92.38136209999999,19017
798,Buchanan,Iowa,OK,1,"Buchanan County, IA, USA",42.4566006,-91.9099238,19019
799,Buena Vista,Iowa,OK,1,"Buena Vista County, IA, USA",42.6705452,-95.1432068,19021
800,Butler,Iowa,OK,1,"Butler County, IA, USA",42.7502186,-92.8577105,19023
801,Calhoun,Iowa,OK,1,"Calhoun County, IA, USA",42.3785903,-94.645035,19025
802,Carroll,Iowa,OK,1,"Carroll, IA 51401, USA",42.0655986,-94.86727929999999,19027
803,Cass,Iowa,OK,1,"Cass County, IA, USA",41.2538068,-94.976654,19029
804,Cedar,Iowa,OK,1,"Cedar, IA 52543, USA",41.2122326,-92.525745,19031
805,Cerro Gordo,Iowa,OK,1,"Cerro Gordo County, IA, USA",43.1543186,-93.20296750000001,19033
806,Cherokee,Iowa,OK,1,"Cherokee, IA 51012, USA",42.7496413,-95.55154309999999,19035
807,Chickasaw,Iowa,OK,1,"Chickasaw County, IA, USA",43.0724667,-92.38136209999999,19037
808,Clarke,Iowa,OK,1,"Clarke County, IA, USA",41.01778360000001,-93.7841503,19039
809,Clay,Iowa,OK,1,"Clay County, IA, USA",43.1368038,-95.1432068,19041
810,Clayton,Iowa,OK,1,"Clayton, IA 52049, USA",42.9038759,-91.1473518,19043
811,Clinton,Iowa,OK,1,"Clinton, IA, USA",41.8444735,-90.1887379,19045
812,Crawford,Iowa,OK,1,"Crawford County, IA, USA",42.034686,-95.3102505,19047
813,Dallas,Iowa,OK,1,"Dallas County, IA, USA",41.6120022,-93.9878427,19049
814,Davis,Iowa,OK,1,"Davis County, IA, USA",40.6913838,-92.38136209999999,19051
815,Decatur,Iowa,OK,1,"Decatur City, IA, USA",40.7419443,-93.83383459999999,19053
816,Delaware,Iowa,OK,1,"Delaware, IA, USA",42.4752682,-91.34542139999999,19055
817,Des Moines,Iowa,OK,1,"Des Moines, IA, USA",41.5868353,-93.6249593,19057
818,Dickinson,Iowa,OK,1,"Dickinson County, IA, USA",43.4049388,-95.18492189999999,19059
819,Dubuque,Iowa,OK,1,"Dubuque, IA, USA",42.50226610000001,-90.66546749999999,19061
820,Emmet,Iowa,OK,1,"Emmet County, IA, USA",43.34943,-94.6863782,19063
821,Fayette,Iowa,OK,1,"Fayette, IA 52142, USA",42.84192549999999,-91.8021071,19065
822,Floyd,Iowa,OK,1,"Floyd, IA 50435, USA",43.1277502,-92.7363031,19067
823,Franklin,Iowa,OK,1,"Franklin, IA, USA",40.6680932,-91.5112673,19069
824,Fremont,Iowa,OK,1,"Fremont, IA 52561, USA",41.2125116,-92.4354648,19071
825,Greene,Iowa,OK,1,"Greene, IA 50636, USA",42.8958066,-92.80241579999999,19073
826,Grundy,Iowa,OK,1,"Grundy County, IA, USA",42.4369506,-92.8577105,19075
827,Guthrie,Iowa,OK,1,"Guthrie County, IA, USA",41.7530909,-94.479976,19077
828,Hamilton,Iowa,OK,1,"Hamilton, IA, USA",41.1699246,-92.90348759999999,19079
829,Hancock,Iowa,OK,1,"Hancock, IA 51536, USA",41.3901703,-95.3633591,19081
830,Hardin,Iowa,OK,1,"Hardin County, IA, USA",42.4285425,-93.17796589999999,19083
831,Harrison,Iowa,OK,1,"Harrison County, IA, USA",41.6933855,-95.81428849999999,19085
832,Henry,Iowa,OK,1,"Henry County, IA, USA",41.0283603,-91.5983959,19087
833,Howard,Iowa,OK,1,"Howard County, IA, USA",43.3819496,-92.38136209999999,19089
834,Humboldt,Iowa,OK,1,"Humboldt, IA 50548, USA",42.7208047,-94.2152402,19091
835,Ida,Iowa,OK,1,"Ida County, IA, USA",42.3418685,-95.4777811,19093
836,Iowa,Iowa,OK,1,"Iowa City, IA, USA",41.6611277,-91.5301683,19095
837,Jackson,Iowa,OK,1,"Jackson County, IA, USA",42.1560699,-90.52578229999999,19097
838,Jasper,Iowa,OK,1,"Jasper County, IA, USA",41.6414924,-93.0175712,19099
839,Jefferson,Iowa,OK,1,"Jefferson, IA 50129, USA",42.0172457,-94.3774232,19101
840,Johnson,Iowa,OK,1,"Johnson County, IA, USA",41.6698982,-91.5983959,19103
841,Jones,Iowa,OK,1,"Jones County, IA, USA",42.1516737,-91.13530200000001,19105
842,Keokuk,Iowa,OK,1,"Keokuk, IA 52632, USA",40.4044731,-91.3963966,19107
843,Kossuth,Iowa,OK,1,"Kossuth County, IA, USA",43.25133839999999,-94.2333355,19109
844,Lee,Iowa,OK,1,"Lee County, IA, USA",40.70686630000001,-91.44346900000001,19111
845,Linn,Iowa,OK,1,"Linn County, IA, USA",42.0659844,-91.67606909999999,19113
846,Louisa,Iowa,OK,1,"Louisa County, IA, USA",41.19330009999999,-91.28910359999999,19115
847,Lucas,Iowa,OK,1,"Lucas, IA, USA",41.0274991,-93.4599348,19117
848,Lyon,Iowa,OK,1,"Lyon County, IA, USA",43.3954333,-96.15269850000001,19119
849,Madison,Iowa,OK,1,"Fort Madison, IA, USA",40.6297634,-91.31453499999999,19121
850,Mahaska,Iowa,OK,1,"Mahaska County, IA, USA",41.32958800000001,-92.6983868,19123
851,Marion,Iowa,OK,1,"Marion, IA, USA",42.033279,-91.5968958,19125
852,Marshall,Iowa,OK,1,"Marshall County, IA, USA",42.0407088,-92.9375739,19127
853,Mills,Iowa,OK,1,"Mills County, IA, USA",41.0624496,-95.6457951,19129
854,Mitchell,Iowa,OK,1,"Mitchell, IA 50461, USA",43.3216363,-92.86686209999999,19131
855,Monona,Iowa,OK,1,"Monona, IA 52159, USA",43.0516494,-91.38930409999999,19133
856,Monroe,Iowa,OK,1,"Monroe, IA 50170, USA",41.5208256,-93.1038129,19135
857,Montgomery,Iowa,OK,1,"Montgomery County, IA, USA",41.0438839,-95.18492189999999,19137
858,Muscatine,Iowa,OK,1,"Muscatine, IA 52761, USA",41.424473,-91.0432051,19139
859,O'Brien,Iowa,OK,1,"O'Brien County, IA, USA",43.1131245,-95.6457951,19141
860,Osceola,Iowa,OK,1,"Osceola, IA 50213, USA",41.0342618,-93.766759,19143
861,Page,Iowa,OK,1,"Page County, IA, USA",40.7635099,-95.1432068,19145
862,Palo Alto,Iowa,OK,1,"Palo Alto County, IA, USA",43.1580878,-94.645035,19147
863,Plymouth,Iowa,OK,1,"Plymouth, IA, USA",43.2446852,-93.1215924,19149
864,Pocahontas,Iowa,OK,1,"Pocahontas, IA 50574, USA",42.7355299,-94.66914670000001,19151
865,Polk,Iowa,OK,1,"Polk County, IA, USA",41.6278423,-93.5003454,19153
866,Pottawattamie,Iowa,OK,1,"Pottawattamie County, IA, USA",41.3911501,-95.4777811,19155
867,Poweshiek,Iowa,OK,1,"Poweshiek County, IA, USA",41.6530119,-92.539603,19157
868,Ringgold,Iowa,OK,1,"Ringgold County, IA, USA",40.7973811,-94.315422,19159
869,Sac,Iowa,OK,1,"Sac County, IA, USA",42.3573517,-95.1432068,19161
870,Scott,Iowa,OK,1,"Scott County, IA, USA",41.6393199,-90.6393702,19163
871,Shelby,Iowa,OK,1,"Shelby, IA 51570, USA",41.5161017,-95.45027999999999,19165
872,Sioux,Iowa,OK,1,"Sioux City, IA, USA",42.4963416,-96.40494079999999,19167
873,Story,Iowa,OK,1,"Story County, IA, USA",42.1040438,-93.5003454,19169
874,Tama,Iowa,OK,1,"Tama, IA, USA",41.9627392,-92.576753,19171
875,Taylor,Iowa,OK,1,"Taylor County, IA, USA",40.7846069,-94.645035,19173
876,Union,Iowa,OK,1,"Union, IA 50258, USA",42.2455405,-93.06464679999999,19175
877,Van Buren,Iowa,OK,1,"Van Buren County, IA, USA",40.7001158,-91.9099238,19177
878,Wapello,Iowa,OK,1,"Wapello, IA 52653, USA",41.18141929999999,-91.1854273,19179
879,Warren,Iowa,OK,1,"Warren County, IA, USA",41.30805489999999,-93.5003454,19181
880,Washington,Iowa,OK,1,"Washington, IA 52353, USA",41.30140770000001,-91.69164169999999,19183
881,Wayne,Iowa,OK,1,"Wayne County, IA, USA",40.6677356,-93.33889169999999,19185
882,Webster,Iowa,OK,1,"Webster, IA 52355, USA",41.4383427,-92.1690689,19187
883,Winnebago,Iowa,OK,1,"Winnebago County, IA, USA",43.3481922,-93.66232389999999,19189
884,Winneshiek,Iowa,OK,1,"Winneshiek County, IA, USA",43.2362611,-91.9099238,19191
885,Woodbury,Iowa,OK,1,"Woodbury County, IA, USA",42.3166158,-95.9832577,19193
886,Worth,Iowa,OK,1,"Worth County, IA, USA",43.3580686,-93.33889169999999,19195
887,Wright,Iowa,OK,1,"Wright, IA 52577, USA",41.2491766,-92.5260229,19197
888,Allen,Kansas,OK,1,"Allen, KS 66833, USA",38.6561191,-96.1697173,20001
889,Anderson,Kansas,OK,1,"Anderson County, KS, USA",38.2809328,-95.3102505,20003
890,Atchison,Kansas,OK,1,"Atchison, KS, USA",39.5630521,-95.12163559999999,20005
891,Barber,Kansas,OK,1,"Barber County, KS, USA",37.2299788,-98.7481167,20007
892,Barton,Kansas,OK,1,"Barton County, KS, USA",38.3613844,-98.7651482,20009
893,Bourbon,Kansas,OK,1,"Bourbon County, KS, USA",37.7957092,-94.81059549999999,20011
894,Brown,Kansas,OK,1,"Brown County, KS, USA",39.770047,-95.4777811,20013
895,Butler,Kansas,OK,1,"Butler County, KS, USA",37.8649441,-96.83509989999999,20015
896,Chase,Kansas,OK,1,"Chase, KS 67524, USA",38.355011,-98.3495111,20017
897,Chautauqua,Kansas,OK,1,"Chautauqua, KS, USA",37.0203354,-96.17665590000001,20019
898,Cherokee,Kansas,OK,1,"Cherokee, KS 66724, USA",37.3458874,-94.80885040000001,20021
899,Cheyenne,Kansas,OK,1,"Cheyenne County, KS, USA",39.7877848,-101.7979613,20023
900,Clark,Kansas,OK,1,"Clark County, KS, USA",37.3158895,-99.8124935,20025
901,Clay,Kansas,OK,1,"Clay County, KS, USA",39.34791999999999,-97.179026,20027
902,Cloud,Kansas,OK,1,"Cloud County, KS, USA",39.4795571,-97.69822719999999,20029
903,Coffey,Kansas,OK,1,"Coffey County, KS, USA",38.2570639,-95.81428849999999,20031
904,Comanche,Kansas,OK,1,"Comanche County, KS, USA",37.1894543,-99.2785583,20033
905,Cowley,Kansas,OK,1,"Cowley County, KS, USA",37.2660235,-96.9209135,20035
906,Crawford,Kansas,OK,1,"Crawford County, KS, USA",37.45579900000001,-94.81059549999999,20037
907,Decatur,Kansas,OK,1,"Decatur County, KS, USA",39.74803680000001,-100.5296115,20039
908,Dickinson,Kansas,OK,1,"Dickinson County, KS, USA",38.85059770000001,-97.179026,20041
909,Doniphan,Kansas,OK,1,"Doniphan, KS 66087, USA",39.641667,-95.080556,20043
910,Douglas,Kansas,OK,1,"Douglas County, KS, USA",38.9107835,-95.26844369999999,20045
911,Edwards,Kansas,OK,1,"Edwards County, KS, USA",37.865958,-99.2785583,20047
912,Elk,Kansas,OK,1,"Elk County, KS, USA",37.3936365,-96.15269850000001,20049
913,Ellis,Kansas,OK,1,"Ellis, KS 67637, USA",38.9380662,-99.56066690000002,20051
914,Ellsworth,Kansas,OK,1,"Ellsworth, KS 67439, USA",38.7305648,-98.22811259999999,20053
915,Finney,Kansas,OK,1,"Finney County, KS, USA",38.0625252,-100.8903099,20055
916,Ford,Kansas,OK,1,"Ford, KS 67842, USA",37.6361315,-99.7540159,20057
917,Franklin,Kansas,OK,1,"Franklin, KS, USA",37.5244779,-94.70495919999999,20059
918,Geary,Kansas,OK,1,"Geary County, KS, USA",38.9984685,-96.79223549999999,20061
919,Gove,Kansas,OK,1,"Gove City, KS 67736, USA",38.9590176,-100.4877663,20063
920,Graham,Kansas,OK,1,"Graham County, KS, USA",39.3198302,-99.8124935,20065
921,Grant,Kansas,OK,1,"Grant, KS 67455, USA",39.1186194,-98.3336698,20067
922,Gray,Kansas,OK,1,"Gray County, KS, USA",37.6840811,-100.439656,20069
923,Greeley,Kansas,OK,1,"Greeley, KS 66033, USA",38.3666861,-95.12691559999999,20071
924,Greenwood,Kansas,OK,1,"Greenwood County, KS, USA",37.9025905,-96.15269850000001,20073
925,Hamilton,Kansas,OK,1,"Hamilton, KS 66853, USA",37.9794705,-96.1641647,20075
926,Harper,Kansas,OK,1,"Harper, KS 67058, USA",37.2866863,-98.02589449999999,20077
927,Harvey,Kansas,OK,1,"Harvey County, KS, USA",38.0025215,-97.35165579999999,20079
928,Haskell,Kansas,OK,1,"Haskell County, KS, USA",37.5588285,-100.8903099,20081
929,Hodgeman,Kansas,OK,1,"Hodgeman County, KS, USA",38.1429747,-99.99122539999999,20083
930,Jackson,Kansas,OK,1,"Jackson County, KS, USA",39.4241422,-95.81428849999999,20085
931,Jefferson,Kansas,OK,1,"Jefferson, Fawn Creek Township, KS 67301, USA",37.1095843,-95.76257129999999,20087
932,Jewell,Kansas,OK,1,"Jewell, KS 66949, USA",39.671399,-98.153661,20089
933,Johnson,Kansas,OK,1,"Johnson City, KS 67855, USA",37.5703377,-101.7506777,20091
934,Kearny,Kansas,OK,1,"Kearny County, KS, USA",38.0281402,-101.2523792,20093
935,Kingman,Kansas,OK,1,"Kingman, KS 67068, USA",37.6458491,-98.1136734,20095
936,Kiowa,Kansas,OK,1,"Kiowa, KS 67070, USA",37.0172493,-98.48535389999999,20097
937,Labette,Kansas,OK,1,"Labette, KS 67356, USA",37.2306195,-95.18357879999999,20099
938,Lane,Kansas,OK,1,"Lane, KS 66042, USA",38.4397392,-95.0821916,20101
939,Leavenworth,Kansas,OK,1,"Leavenworth, KS, USA",39.3111112,-94.9224637,20103
940,Lincoln,Kansas,OK,1,"Lincoln, KS 67455, USA",39.0403293,-98.14769650000001,20105
941,Linn,Kansas,OK,1,"Linn, KS 66953, USA",39.6800019,-97.08419180000001,20107
942,Logan,Kansas,OK,1,"Logan, KS 67646, USA",39.6616746,-99.57038539999999,20109
943,Lyon,Kansas,OK,1,"Lyon County, KS, USA",38.4078037,-96.15269850000001,20111
944,McPherson,Kansas,OK,1,"McPherson, KS 67460, USA",38.3708415,-97.66420869999999,20113
945,Marion,Kansas,OK,1,"Marion, KS 66861, USA",38.3483493,-97.017245,20115
946,Marshall,Kansas,OK,1,"Marshall County, KS, USA",39.717719,-96.49297969999999,20117
947,Meade,Kansas,OK,1,"Meade, KS 67864, USA",37.2855796,-100.3401456,20119
948,Miami,Kansas,OK,1,"Miami County, KS, USA",38.6381689,-94.81059549999999,20121
949,Mitchell,Kansas,OK,1,"Mitchell, KS 67554, USA",38.3838988,-98.09977789999999,20123
950,Montgomery,Kansas,OK,1,"Montgomery County, KS, USA",37.240253,-95.81428849999999,20125
951,Morris,Kansas,OK,1,"Morris County, KS, USA",38.7144832,-96.663812,20127
952,Morton,Kansas,OK,1,"Morton County, KS, USA",37.1333387,-101.7979613,20129
953,Nemaha,Kansas,OK,1,"Nemaha County, KS, USA",39.7451077,-95.9832577,20131
954,Neosho,Kansas,OK,1,"Neosho County, KS, USA",37.6045688,-95.3102505,20133
955,Ness,Kansas,OK,1,"Ness County, KS, USA",38.4769509,-99.99122539999999,20135
956,Norton,Kansas,OK,1,"Norton, KS 67654, USA",39.8338946,-99.89151129999999,20137
957,Osage,Kansas,OK,1,"Osage County, KS, USA",38.6009003,-95.6457951,20139
958,Osborne,Kansas,OK,1,"Osborne, KS 67473, USA",39.4388993,-98.6947949,20141
959,Ottawa,Kansas,OK,1,"Ottawa, KS 66067, USA",38.615768,-95.2686366,20143
960,Pawnee,Kansas,OK,1,"Pawnee County, KS, USA",38.2017581,-99.2785583,20145
961,Phillips,Kansas,OK,1,"Phillips County, KS, USA",39.766638,-99.3673084,20147
962,Pottawatomie,Kansas,OK,1,"Pottawatomie County, KS, USA",39.3976344,-96.3226072,20149
963,Pratt,Kansas,OK,1,"Pratt, KS, USA",37.6439071,-98.73759109999999,20151
964,Rawlins,Kansas,OK,1,"Rawlins County, KS, USA",39.8600904,-101.0711758,20153
965,Reno,Kansas,OK,1,"Reno, KS 66086, USA",39.05111309999999,-95.11996979999999,20155
966,Republic,Kansas,OK,1,"Republic, KS 66964, USA",39.9236213,-97.82170959999999,20157
967,Rice,Kansas,OK,1,"Rice, KS 66901, USA",39.5722226,-97.5555928,20159
968,Riley,Kansas,OK,1,"Riley, KS 66531, USA",39.29888529999999,-96.8308436,20161
969,Rooks,Kansas,OK,1,"Rooks County, KS, USA",39.3638509,-99.2785583,20163
970,Rush,Kansas,OK,1,"Rush County, KS, USA",38.5358968,-99.2785583,20165
971,Russell,Kansas,OK,1,"Russell, KS 67665, USA",38.8952893,-98.8598061,20167
972,Saline,Kansas,OK,1,"Saline County, KS, USA",38.8174853,-97.69822719999999,20169
973,Scott,Kansas,OK,1,"Scott, KS 66701, USA",37.8337167,-94.65536790000002,20171
974,Sedgwick,Kansas,OK,1,"Sedgwick, KS 67135, USA",37.9166784,-97.422541,20173
975,Seward,Kansas,OK,1,"Seward, KS 67576, USA",38.1777913,-98.7948107,20175
976,Shawnee,Kansas,OK,1,"Shawnee, KS, USA",39.02284849999999,-94.7151865,20177
977,Sheridan,Kansas,OK,1,"Sheridan County, KS, USA",39.3470831,-100.439656,20179
978,Sherman,Kansas,OK,1,"Sherman County, KS, USA",39.29821889999999,-101.7979613,20181
979,Smith,Kansas,OK,1,"Smith County, KS, USA",39.7333849,-98.7481167,20183
980,Stafford,Kansas,OK,1,"Stafford, KS 67578, USA",37.9622371,-98.60063749999999,20185
981,Stanton,Kansas,OK,1,"Stanton, KS 66064, USA",38.5433469,-95.05441259999999,20187
982,Stevens,Kansas,OK,1,"Stevens County, KS, USA",37.186894,-101.2523792,20189
983,Sumner,Kansas,OK,1,"Sumner County, KS, USA",37.2236052,-97.6114217,20191
984,Thomas,Kansas,OK,1,"Thomas County, KS, USA",39.3702882,-101.0711758,20193
985,Trego,Kansas,OK,1,"Trego County, KS, USA",38.9900316,-99.8124935,20195
986,Wabaunsee,Kansas,OK,1,"Wabaunsee, KS 66547, USA",39.1461086,-96.346109,20197
987,Wallace,Kansas,OK,1,"Wallace, KS 67761, USA",38.9113982,-101.5915562,20199
988,Washington,Kansas,OK,1,"Washington, KS 66968, USA",39.8180592,-97.0508605,20201
989,Wichita,Kansas,OK,1,"Wichita, KS, USA",37.68717609999999,-97.33005299999999,20203
990,Wilson,Kansas,OK,1,"Wilson, KS 67490, USA",38.8250106,-98.4753437,20205
991,Woodson,Kansas,OK,1,"Woodson County, KS, USA",37.9197853,-95.81428849999999,20207
992,Wyandotte,Kansas,OK,1,"Wyandotte County, KS, USA",39.0986811,-94.7691586,20209
993,Adair,Kentucky,OK,1,"Adair County, KY, USA",37.076403,-85.31362179999999,21001
994,Allen,Kentucky,OK,1,"Allen City, KY 41601, USA",37.6100457,-82.7279705,21003
995,Anderson,Kentucky,OK,1,"Anderson County, KY, USA",37.998648,-84.981754,21005
